gene	observed	raw_count	domain_width	expected	obs_exp	per_100kb	fdr	rank_raw_domain_count	rank_domain_normalised	rank_change	is_ohnologue
LOC101886174	2	NA	288881	0.12449171330182196	16.065326333417325	0.692326598149411	1	81	503	-422	FALSE
LOC141386154	1	1	145711	0.06279337179295896	15.925247704442116	0.6862899849702494	1	219	504	-285	FALSE
sall3a	1	1	146299	0.06304676723060101	15.861241486694816	0.6835316714399962	1	219	505	-286	TRUE
bmp2k	2	NA	294143	0.12675934390194515	15.777929566652714	0.6799413890522636	1	81	506	-425	FALSE
LOC141385723	2	NA	294799	0.12704204357387233	15.742819807814577	0.6784283528777235	1	81	507	-426	FALSE
abcg2b	1	NA	147577	0.0635975144573128	15.723884943195516	0.6776123650704378	1	219	508	-289	TRUE
cspg5a	1	1	147766	0.06367896299084061	15.703773319044737	0.6767456654440128	1	219	509	-290	TRUE
LOC141375606	1	NA	147884	0.06372981445621774	15.69124292189801	0.6762056747180223	1	219	510	-291	FALSE
cdkn2c	1	NA	147884	0.06372981445621774	15.69124292189801	0.6762056747180223	1	219	510	-291	FALSE
focad	1	NA	148106	0.06382548416226627	15.667722902934148	0.6751920921502167	1	219	512	-293	FALSE
ppp2r3b	1	NA	148431	0.06396554116436434	15.63341733372385	0.6737137120951823	1	219	513	-294	TRUE
LOC101882644	1	NA	148455	0.06397588383528852	15.630889954949073	0.673604796066148	1	219	514	-295	FALSE
ppox	1	NA	149879	0.06458954897678897	15.482380909013036	0.6672048786020723	1	219	515	-296	FALSE
LOC141377774	2	NA	299786	0.12919116440298947	15.480934855276528	0.6671425616940083	1	81	516	-435	FALSE
LOC141386204	3	2	450540	0.19415778992388863	15.451350168211244	0.6658676255160474	0.4925801632415166	42	517	-475	FALSE
LOC141375396	2	2	300772	0.1296160758001239	15.430184779580312	0.6649555144760816	1	81	518	-437	FALSE
notch1a	1	1	150531	0.06487052487022879	15.415321550125652	0.6643149915964154	1	219	519	-300	TRUE
LOC141381611	1	NA	151239	0.06517563366249166	15.343157309040425	0.6612051124379295	1	219	520	-301	FALSE
galnt5	1	1	151312	0.065207092619886	15.335755050901215	0.6608861161044729	1	219	521	-302	FALSE
LOC137496239	4	NA	605321	0.2608598294369383	15.333905602230649	0.6608064151086779	0.12412867449187658	20	522	-502	FALSE
LOC141380011	5	NA	758065	0.3266840347552995	15.305308702169105	0.6595740470803955	0.029840101087571843	11	523	-512	FALSE
irx5a	3	1	455133	0.19613711857200072	15.295422008041372	0.6591479853141828	0.502316116776157	42	524	-482	TRUE
LOC141376045	1	NA	152525	0.06572982844617817	15.213792940580001	0.655630224553352	1	219	525	-306	FALSE
sp3a	1	NA	153520	0.06615861834490919	15.115188693733485	0.651380927566441	1	219	526	-307	TRUE
LOC141376823	2	NA	308657	0.133014074143334	15.036002865718027	0.6479684568955183	1	81	527	-446	FALSE
LOC141378130	2	NA	309316	0.1332980666491267	15.003968551655682	0.6465879553595676	1	81	528	-447	FALSE
LOC141377893	2	NA	309758	0.13348854417198006	14.982559083297055	0.6456653258350067	1	81	529	-448	FALSE
kcnc2	1	1	154895	0.06675116719993947	14.981011448154975	0.6455986313309016	1	219	530	-311	FALSE
LOC141380510	2	NA	311408	0.1341996027980164	14.903173767288989	0.6422442583363305	1	81	531	-450	FALSE
LOC141376362	1	NA	156813	0.067577718984629	14.797776767627457	0.6377022313201074	1	219	532	-313	FALSE
cited4a	1	1	157538	0.06789015383546315	14.72967644798058	0.6347674846703653	1	219	533	-314	TRUE
nr2f2	3	3	473951	0.2042466344657898	14.688124520859528	0.6329768267183739	0.5435191881658359	42	534	-492	FALSE
mboat1	1	1	158018	0.06809700725394645	14.684933161171289	0.6328392967889734	1	219	535	-316	FALSE
LOC137487986	1	NA	158169	0.06816207989184432	14.670913821684177	0.6322351408936011	1	219	536	-317	FALSE
LOC101886722	2	NA	316844	0.13654221776233977	14.647484366198919	0.6312254611101994	1	81	537	-456	FALSE
pex7	1	NA	158729	0.06840340888007483	14.619154459877937	0.6300045990335729	1	219	538	-319	FALSE
LOC141376257	1	1	158850	0.0684555531793175	14.608018685942493	0.6295247088448221	1	219	539	-320	FALSE
LOC110439863	3	1	477949	0.20596955106390696	14.565259692531827	0.6276820330202595	0.5509239532655752	42	540	-498	FALSE
LOC137496701	1	1	159653	0.06880160171065519	14.534545346858279	0.6263584148121238	1	219	541	-322	FALSE
arhgap32b	2	NA	320444	0.13809361840096454	14.482928488359681	0.624134014055498	1	81	542	-461	TRUE
mmd	1	NA	162802	0.07015864632483002	14.253410696809405	0.6142430682669746	1	219	543	-324	FALSE
LOC137496198	1	NA	162991	0.07024009485835782	14.236882823358128	0.6135308084495463	1	219	544	-325	FALSE
LOC137489336	1	NA	163094	0.07028448215440736	14.227891695966527	0.6131433406501772	1	219	545	-326	FALSE
LOC141375398	1	NA	164611	0.07093822514573896	14.096772197860197	0.6074928163974461	1	219	546	-327	FALSE
LOC141381625	1	NA	164761	0.071002866839015	14.08393836078905	0.6069397490911077	1	219	547	-328	FALSE
slc39a4	1	NA	164944	0.07108172970481175	14.068312689530778	0.6062663691919682	1	219	548	-329	FALSE
LOC141375517	1	NA	165372	0.07126617400295936	14.031902427629616	0.6046972885373582	1	219	549	-330	FALSE
mecom	2	2	330770	0.14254355256608656	14.030799457399189	0.604649756628473	1	81	550	-469	FALSE
spegb	1	1	166218	0.07163075315303619	13.960484233127366	0.60161955985513	1	219	551	-332	TRUE
LOC137488780	1	1	166229	0.07163549354387642	13.95956041522216	0.6015797484193492	1	219	552	-333	FALSE
bach2b	1	NA	166347	0.07168634500925357	13.94965805371882	0.601153011476011	1	219	553	-334	TRUE
cicb	1	1	166726	0.07184967302093101	13.917947820147814	0.5997864760145388	1	219	554	-335	TRUE
ctnnd2b	1	1	167176	0.0720435981007591	13.880483850923367	0.5981719864095325	1	219	555	-336	TRUE
mir732	1	NA	167444	0.07215909125941228	13.858267649255659	0.5972145911468909	1	219	556	-337	FALSE
LOC137487787	1	NA	167454	0.07216340070563068	13.85744006271552	0.5971789267500329	1	219	557	-338	FALSE
LOC141380977	1	1	168147	0.07246204532856594	13.800328095428195	0.5947177172355141	1	219	558	-339	FALSE
dcp1b	1	NA	168476	0.07260382610915138	13.773378809218906	0.5935563522400816	1	219	559	-340	TRUE
mir-99-2	1	NA	168811	0.07274819255746785	13.74604598196779	0.5923784587497261	1	219	560	-341	FALSE
LOC141378425	1	1	169086	0.07286670232847389	13.723689532320623	0.5914150195758371	1	219	561	-342	FALSE
shox	2	1	338973	0.1460785912990418	13.69126017860989	0.5900174940186976	1	81	562	-481	FALSE
med13b	1	1	170302	0.0733907309886316	13.625698865908591	0.5871921645077568	1	219	563	-344	TRUE
gja10b	1	1	170586	0.07351311926123423	13.603014129307002	0.5862145779841254	1	219	564	-345	TRUE
LOC141386157	1	NA	170962	0.07367515443904614	13.573096759876258	0.5849253050385466	1	219	565	-346	FALSE
nr2f1a	2	NA	341925	0.14735073982271413	13.57305706375354	0.5849235943554874	1	81	566	-485	TRUE
LOC141375017	1	1	171804	0.0740380098106356	13.506575913610652	0.5820586249447044	1	219	567	-348	FALSE
gramd2aa	1	NA	172011	0.07412721534735653	13.490321946049756	0.581358168954311	1	219	568	-349	TRUE
LOC141375399	1	NA	172272	0.07423969189365681	13.46988348810001	0.5804773846010959	1	219	569	-350	FALSE
LOC141386309	1	1	173082	0.0745887570373474	13.406846282467065	0.5777608301267607	1	219	570	-351	FALSE
abca4a	1	NA	173348	0.07470338830675688	13.386273670662279	0.5768742644853128	1	219	571	-352	TRUE
LOC141380314	1	NA	173488	0.07476372055381451	13.375471319410938	0.5764087429678133	1	219	572	-353	FALSE
LOC141386128	1	1	173556	0.07479302478809965	13.370230751238589	0.5761829035008873	1	219	573	-354	FALSE
LOC137489241	2	2	348401	0.1501415371937513	13.32076410952876	0.5740511651803525	1	81	574	-493	FALSE
zfpm2a	3	3	522888	0.2253357714247842	13.313465416658815	0.5737366319364758	0.6759326558683904	42	575	-533	TRUE
celf6	1	NA	174776	0.0753187772267447	13.276901681363373	0.5721609374284798	1	219	576	-357	FALSE
pou2f2a	1	NA	174868	0.075358424131954	13.269916555698956	0.571859917194684	1	219	577	-358	TRUE
LOC141380521	1	NA	174954	0.07539548536943226	13.263393624964074	0.5715788150028007	1	219	578	-359	FALSE
LOC141376499	1	NA	175450	0.07560923390186501	13.225897795736476	0.5699629524080935	1	219	579	-360	FALSE
lmo1	1	NA	175884	0.07579626386774366	13.193262424450005	0.5685565486343271	1	219	580	-361	FALSE
LOC141376025	1	NA	176118	0.07589710490925426	13.175733134954774	0.5678011333310622	1	219	581	-362	FALSE
si:ch211-120j21.2	1	1	177729	0.07659135669503885	13.056303519751783	0.5626543782950447	1	219	582	-363	FALSE
cux2b	2	1	355932	0.15338698114082994	13.038916243900323	0.5619050829933807	1	81	583	-502	TRUE
LOC110439827	2	NA	355971	0.1534037879810817	13.037487706930985	0.5618435209609771	1	81	584	-503	FALSE
LOC141377000	2	NA	357745	0.15416828374022626	12.972836899254858	0.5590574291744119	1	81	585	-504	FALSE
LOC137489204	1	NA	180893	0.07795486547854127	12.827935676128787	0.5528129888939871	1	219	586	-367	FALSE
LOC141375932	1	NA	181023	0.07801088827938049	12.818723412284433	0.5524159913381173	1	219	587	-368	FALSE
LOC103909052	1	NA	181456	0.0781974873006373	12.788134689742774	0.5510977867912883	1	219	588	-369	FALSE
LOC141385601	1	NA	182065	0.07845993257533801	12.74535890073306	0.5492543871694174	1	219	589	-370	FALSE
nek7	1	NA	182582	0.07868273094482939	12.709269086010476	0.5476991160136268	1	219	590	-371	FALSE
LOC141380755	2	NA	365485	0.15750379511326948	12.698106725375679	0.547218080085366	1	81	591	-510	FALSE
ttc6	1	NA	182959	0.07884519706726315	12.683080735366747	0.5465705431271487	1	219	592	-373	FALSE
tyro3	1	NA	182959	0.07884519706726315	12.683080735366747	0.5465705431271487	1	219	592	-373	FALSE
LOC141380812	1	NA	183861	0.07923390911616303	12.620859063433596	0.543889133638999	1	219	594	-375	FALSE
rgs5b	1	NA	183934	0.07926536807355734	12.615850078082165	0.5436732741091913	1	219	595	-376	TRUE
snx2	1	NA	183952	0.07927312507675047	12.614615596796801	0.5436200748021223	1	219	596	-377	FALSE
LOC141378487	1	NA	185870	0.08009967686144	12.484444871479878	0.5380104374024856	1	219	597	-378	FALSE
camsap1b	1	NA	186137	0.08021473907547134	12.466536842551264	0.5372387005270312	1	219	598	-379	TRUE
LOC141386342	1	NA	186833	0.08051467653227212	12.420095851706952	0.5352373510033024	1	219	599	-380	FALSE
glyctk	1	1	186833	0.08051467653227212	12.420095851706952	0.5352373510033024	1	219	599	-380	FALSE
clcn1b	1	NA	187452	0.08078143125319122	12.379082475844294	0.5334699016281501	1	219	601	-382	TRUE
LOC137488280	1	1	187452	0.08078143125319122	12.379082475844294	0.5334699016281501	1	219	601	-382	FALSE
tbxta	1	1	187808	0.08093484753856633	12.355617270094802	0.5324586812063384	1	219	603	-384	TRUE
znf326	2	NA	376249	0.16214248302275752	12.33483022286818	0.5315628745857132	1	81	604	-523	FALSE
LOC137488084	2	NA	376883	0.1624157019130042	12.3140803287066	0.5306686690564446	1	81	605	-524	FALSE
fam131bb	1	1	188533	0.08124728238940049	12.308103983185779	0.5304111216603989	1	219	606	-387	TRUE
paqr3a	2	2	377482	0.1626738377414865	12.294539968856606	0.5298265877578269	1	81	607	-526	TRUE
LOC141386215	1	NA	188813	0.08136794688351573	12.289851695921177	0.5296245491571026	1	219	608	-389	FALSE
LOC141380548	1	NA	189198	0.08153386056292423	12.264843012410092	0.5285468133912621	1	219	609	-390	FALSE
LOC141379212	1	NA	189678	0.08174071398140752	12.23380554551379	0.5272092704478116	1	219	610	-391	FALSE
LOC137488124	2	NA	379551	0.1635654621640739	12.227520245036713	0.5269384088040869	1	81	611	-530	FALSE
LOC141379887	1	NA	190519	0.08210313840837515	12.179802372792029	0.5248820327631365	1	219	612	-393	FALSE
LOC100148950	1	1	191359	0.08246513189072091	12.12633724184368	0.5225779816993191	1	219	613	-394	FALSE
smim24	1	NA	192895	0.08312706282986748	12.029776657051581	0.518416755229529	1	219	614	-395	FALSE
irx6a	1	NA	194660	0.08388768008741544	11.9207015733174	0.5137162231583273	1	219	615	-396	TRUE
pou3f2b	1	NA	194912	0.08399627813211918	11.905289403740996	0.5130520439993433	1	219	616	-397	TRUE
scrt1a	1	1	195529	0.08426217096379461	11.86772176128331	0.5114330866521078	1	219	617	-398	TRUE
LOC141377655	1	NA	196848	0.08483058692000184	11.78820088729357	0.5080061773551167	1	219	618	-399	FALSE
LOC137487927	1	NA	196863	0.08483705108932944	11.787302683906903	0.5079674697632364	1	219	619	-400	FALSE
st18	1	1	196864	0.08483748203395129	11.787242808547852	0.50796488946684	1	219	620	-401	FALSE
greb1	1	1	196889	0.08484825564949729	11.785746122241287	0.5079003905754004	1	219	621	-402	FALSE
LOC141377868	1	NA	197923	0.08529385238848006	11.724174392374636	0.5052469899910571	1	219	622	-403	FALSE
npr3	1	NA	198949	0.08573600157048812	11.663711646009604	0.5026413804542873	1	219	623	-404	FALSE
LOC137488224	2	NA	398521	0.1717404816403827	11.645477996200777	0.5018556111221241	1	81	624	-543	FALSE
LOC141379806	1	NA	200413	0.08636690449686218	11.578509219770996	0.49896962771876074	1	219	625	-406	FALSE
waca	1	NA	200742	0.08650868527744762	11.55953297397637	0.49815185661196953	1	219	626	-407	TRUE
ankrd33bb	1	NA	202337	0.08719604194928275	11.468410465025995	0.4942249810958945	1	219	627	-408	TRUE
lef1	1	1	202997	0.0874804653996973	11.431123456316914	0.49261811750912576	1	219	628	-409	FALSE
nlgn4xb	1	1	203439	0.08767094292255066	11.406287723897409	0.4915478349775608	1	219	629	-410	TRUE
trabd2b	1	NA	206781	0.08911115984874066	11.221938999530733	0.48360342584666866	1	219	630	-411	TRUE
alg13	1	NA	206799	0.08911891685193378	11.220962230291079	0.4835613325016078	1	219	631	-412	FALSE
LOC141380307	1	1	207699	0.08950676701158997	11.1723396273548	0.48146596757808174	1	219	632	-413	FALSE
LOC137488125	2	2	418926	0.1805339066490322	11.078251377388677	0.477411285047956	1	81	633	-552	FALSE
LOC100331115	1	1	212878	0.09173862920810041	10.900533489895455	0.46975262826595515	1	219	634	-415	FALSE
gdap2	1	NA	214636	0.0924962298532955	10.811251459503367	0.46590506718351066	1	219	635	-416	FALSE
LOC141379534	1	NA	215288	0.09277720574673531	10.778509569794718	0.4644940730556278	1	219	636	-417	FALSE
r3hdm2	1	NA	216358	0.09323831649210436	10.72520437544239	0.4621969143733996	1	219	637	-418	FALSE
LOC110440049	1	NA	216765	0.09341371095319333	10.705066630968858	0.4613290891057135	1	219	638	-419	FALSE
barhl2	2	1	435366	0.18761863623208527	10.659921850865546	0.4593835990867454	1	81	639	-558	FALSE
sox1b	1	NA	218252	0.09405452560586972	10.632130602523526	0.45818595018602354	1	219	640	-421	TRUE
mir-212	1	NA	218904	0.09433550149930953	10.600463071766459	0.4568212549793517	1	219	641	-422	FALSE
LOC141378547	2	2	439146	0.18924760690264125	10.568165340283025	0.4554294016113092	1	81	642	-561	FALSE
mtpap	1	NA	219819	0.09472981582829332	10.556338479667202	0.454919729413745	1	219	643	-424	FALSE
prkg1a	1	NA	221781	0.09557532917634382	10.462951146680576	0.4508952525238862	1	219	644	-425	TRUE
LOC141384642	1	NA	222564	0.0959127588152447	10.426141551472675	0.4493089628151903	1	219	645	-426	FALSE
LOC141378546	1	1	223027	0.09611228617515671	10.404497071036085	0.44837620557152275	1	219	646	-427	FALSE
LOC137488531	1	NA	224415	0.09671043731027093	10.340145570759374	0.445603012276363	1	219	647	-428	FALSE
mab21l1	1	NA	224608	0.09679360962228609	10.331260543978686	0.4452201168257586	1	219	648	-429	FALSE
LOC103912005	2	NA	449235	0.19359540719238713	10.33082359238245	0.4452012866317184	1	81	649	-568	FALSE
LOC141385855	1	1	224884	0.09691255033791399	10.318580994032322	0.4446736984400847	1	219	650	-431	FALSE
rab11fip2	2	1	449782	0.19383113390053375	10.318259815919555	0.4446598574420497	1	81	651	-570	FALSE
si:dkey-27h10.2	1	NA	224903	0.09692073828572895	10.317709271383507	0.4446361320213603	1	219	652	-433	FALSE
nme4	1	NA	225157	0.09703019821967637	10.3060698457608	0.4441345372340189	1	219	653	-434	FALSE
LOC137495631	1	NA	226343	0.09754129854117885	10.25206773905959	0.4418073454889261	1	219	654	-435	FALSE
dbx1b	1	1	227067	0.09785330244739118	10.219379162370421	0.4403986488569453	1	219	655	-436	TRUE
enpp7.2	3	NA	681564	0.2937163402399015	10.213936335818637	0.44016409317393523	1	42	656	-614	FALSE
midn	1	NA	227306	0.09795629821201098	10.208634036329727	0.439935593429122	1	219	657	-438	FALSE
nkx6.2	1	NA	228263	0.09836871221511206	10.165834008411196	0.43809114924451176	1	219	658	-439	FALSE
LOC141375119	1	NA	229745	0.09900737214467926	10.100257974110272	0.43526518531415265	1	219	659	-440	FALSE
chst3a	1	NA	229809	0.09903495260047704	10.097445131661356	0.43514396738160815	1	219	660	-441	TRUE
LOC141375873	1	NA	230511	0.09933747572500885	10.06669429338281	0.4338187765442864	1	219	661	-442	FALSE
elavl3	1	NA	231371	0.09970808809979144	10.029276652052179	0.4322062834149483	1	219	662	-443	FALSE
dclk1a	1	NA	233019	0.1004182848365841	9.95834574975416	0.42914955432818785	1	219	663	-444	TRUE
bahcc1b	1	1	234138	0.1009005118684233	9.910752497509865	0.42709854871913144	1	219	664	-445	TRUE
usp25	1	1	234423	0.10102333108564776	9.89870349010961	0.4265793032253661	1	219	665	-446	FALSE
LOC110438093	1	NA	234538	0.10107288971715939	9.893849901772697	0.42637014044632426	1	219	666	-447	FALSE
hic1	1	NA	235251	0.10138015323253145	9.863863568112206	0.4250778955243548	1	219	667	-448	FALSE
LOC141378288	1	NA	236392	0.10187186104605113	9.816253376856936	0.4230261599377306	1	219	668	-449	FALSE
cahz	1	NA	236392	0.10187186104605113	9.816253376856936	0.4230261599377306	1	219	668	-449	FALSE
LOC141375087	1	NA	237064	0.10216145583192776	9.788427463731164	0.42182701717679616	1	219	670	-451	FALSE
LOC141380737	1	NA	239234	0.10309660566132102	9.69964038665894	0.4180007858414774	1	219	671	-452	FALSE
si:ch211-194g2.4	1	NA	240732	0.10374216070483766	9.6392825559625	0.4153996975890202	1	219	672	-453	FALSE
LOC141378393	1	NA	240764	0.10375595093273653	9.638001396645533	0.41534448671728336	1	219	673	-454	FALSE
LOC141381610	1	NA	242423	0.10447088806036944	9.572044600809184	0.4125021140733346	1	219	674	-455	FALSE
pmfbp1	1	1	243718	0.10502896134565252	9.521183368737494	0.41031027663118846	1	219	675	-456	FALSE
axin2	2	2	487660	0.21015445428659724	9.516809942426956	0.4101218061764344	1	81	676	-595	FALSE
LOC137495823	1	NA	244303	0.10528106394942906	9.498384253414672	0.40932776101808005	1	219	677	-458	FALSE
LOC137490636	1	1	244565	0.10539397144035118	9.488208730856684	0.40888925234600204	1	219	678	-459	FALSE
LOC141379990	1	1	245058	0.10560642713891841	9.46912065005821	0.4080666617698667	1	219	679	-460	FALSE
LOC137487987	1	1	245532	0.10581069488967067	9.450840494363117	0.4072788882915465	1	219	680	-461	FALSE
LOC141378742	1	NA	245784	0.1059192929343744	9.441150637396921	0.40686130911694823	1	219	681	-462	FALSE
LOC137495441	1	NA	245909	0.10597316101210442	9.436351529476207	0.406654494142142	1	219	682	-463	FALSE
tars2	1	3	246064	0.10603995742848966	9.430407407267884	0.4063983353924182	1	219	683	-464	FALSE
pdlim1	2	2	492757	0.2123509790241168	9.418369574707066	0.40587957147234843	1	81	684	-603	FALSE
LOC141384398	1	1	247790	0.10678376784578586	9.36471919069359	0.4035675370273215	1	219	685	-466	FALSE
celf4	1	NA	248821	0.10722807175090311	9.32591609334407	0.4018953384159697	1	219	686	-467	FALSE
si:ch73-196i15.3	1	NA	250327	0.10787707435139447	9.269810161356805	0.39947748345164524	1	219	687	-468	FALSE
LOC141379814	1	1	252845	0.10896219290918813	9.177495177923094	0.3954992188890427	1	219	688	-469	FALSE
inpp5a	1	1	253603	0.10928884893254301	9.150064345697665	0.39431710192702774	1	219	689	-470	TRUE
slit3	1	1	253919	0.10942502743304451	9.138677169735091	0.3938263777031258	1	219	690	-471	FALSE
svila	1	1	254029	0.10947243134144694	9.134719926709016	0.3936558424431856	1	219	691	-472	TRUE
rbbp6	1	NA	254797	0.1098033968110202	9.107186380773577	0.3924692990890788	1	219	692	-473	FALSE
pcdh19	1	1	255207	0.10998008410597471	9.092555330621671	0.391838781851595	1	219	693	-474	FALSE
LOC141375118	1	1	256151	0.11038689582899186	9.059046297933504	0.3903947281095916	1	219	694	-475	FALSE
tbx15	1	NA	257842	0.11111562318452367	8.99963453689455	0.38783441022021237	1	219	695	-476	FALSE
lsm14ab	1	NA	258022	0.1111931932164549	8.99335625745853	0.387563851144476	1	219	696	-477	TRUE
LOC141377663	1	NA	259036	0.11163017106300087	8.95815164016571	0.3860467270958477	1	219	697	-478	FALSE
LOC141378759	1	NA	259178	0.11169136519930219	8.953243594216966	0.38583521749531213	1	219	698	-479	FALSE
zdhhc6	1	NA	259196	0.11169912220249531	8.952621831594486	0.3858084229694903	1	219	699	-480	FALSE
LOC141385731	1	NA	260189	0.11212705021198263	8.91845453982284	0.38433600190630657	1	219	700	-481	FALSE
LOC141386153	1	NA	263750	0.11366164401035563	8.798042723268113	0.3791469194312796	1	219	701	-482	FALSE
LOC101886393	2	NA	531124	0.2288850313302602	8.738011342970623	0.3765598993831949	1	81	702	-621	FALSE
pou4f1	1	NA	267008	0.11506566158831104	8.690690047721285	0.37452061361457334	1	219	703	-484	FALSE
dhrs13a.3	1	1	267707	0.11536689187897735	8.66799810338155	0.3735427164773428	1	219	704	-485	FALSE
LOC100003704	1	1	267974	0.11548195409300867	8.65936161068598	0.37317053146947093	1	219	705	-486	FALSE
LOC141377627	1	1	268415	0.11567200067124021	8.645134468125718	0.37255742041242107	1	219	706	-487	FALSE
LOC141378231	1	1	268828	0.11584998080006022	8.631852962719526	0.37198506107994705	1	219	707	-488	FALSE
LOC137488488	1	NA	270397	0.11652613291172752	8.581765952514136	0.3698265883127402	1	219	708	-489	FALSE
mir218a-1	1	NA	270884	0.1167360029425637	8.566337503366624	0.36916170759439465	1	219	709	-490	FALSE
LOC141375235	2	NA	544147	0.23449722314048524	8.528885643996805	0.3675477398570607	1	81	710	-629	FALSE
LOC101884819	1	NA	272778	0.11755221205632906	8.506858208000516	0.3665984793495076	1	219	711	-492	FALSE
gpc3	1	1	273075	0.1176802026090156	8.49760603593139	0.3661997619701547	1	219	712	-493	FALSE
LOC141375027	2	NA	546362	0.2354517654778613	8.494308785244819	0.36605766872513096	1	81	713	-632	FALSE
LOC141379144	1	NA	273527	0.11787498957808737	8.483563846574432	0.3655946213719304	1	219	714	-495	FALSE
mxra5b	1	NA	273716	0.11795643811161517	8.477705973571018	0.36534217948530595	1	219	715	-496	TRUE
kctd15b	1	NA	274315	0.11821457394009745	8.45919387660888	0.3645444106228241	1	219	716	-497	TRUE
psme4b	1	NA	275724	0.11882177491227032	8.415965850857976	0.362681522101812	1	219	717	-498	TRUE
LOC141377858	1	NA	275895	0.118895466442605	8.410749626712933	0.36245673172765003	1	219	718	-499	FALSE
LOC141376837	3	NA	830584	0.3579357077865297	8.38139345904315	0.36119164347013666	1	42	719	-677	FALSE
bambia	1	1	278101	0.11984613027838449	8.344032449584736	0.35958159086087427	1	219	720	-501	TRUE
znf609b	1	1	279030	0.12024647783207405	8.3162519021681	0.35838440311077663	1	219	721	-502	TRUE
mvb12bb	1	1	281653	0.12137684557516092	8.23880366359302	0.3550468129222838	1	219	722	-503	TRUE
LOC141378617	1	NA	282220	0.12162119117574433	8.222251322592179	0.3543334986889661	1	219	723	-504	FALSE
cug-212	1	NA	282331	0.12166902602876858	8.21901869883918	0.3541941905068873	1	219	724	-505	FALSE
crlf2	1	1	282828	0.12188320550582317	8.204575813787761	0.3535717821432107	1	219	725	-506	FALSE
mdfi	1	NA	284847	0.12275328269731857	8.14642165184104	0.35106565981035437	1	219	726	-507	FALSE
LOC137490345	1	NA	286982	0.1236733494649474	8.085816421454881	0.34845391000132414	1	219	727	-508	FALSE
cgnl1	1	1	290448	0.1251670035242456	7.989326035166242	0.3442957086982868	1	219	728	-509	FALSE
LOC141378376	1	NA	294297	0.12682570937370855	7.884836638708396	0.33979279435400295	1	219	729	-510	FALSE
LOC141376845	1	NA	294738	0.1270157559519401	7.873038998235601	0.33928438138278744	1	219	730	-511	FALSE
LOC141380315	1	NA	297242	0.128094841285028	7.806715633261667	0.3364262116390012	1	219	731	-512	FALSE
LOC141385661	1	NA	298001	0.1284219282530047	7.786832152449034	0.33556934372703445	1	219	732	-513	FALSE
pappab	1	1	298001	0.1284219282530047	7.786832152449034	0.33556934372703445	1	219	732	-513	TRUE
mtmr3	2	NA	596919	0.25723903272423687	7.774869850890873	0.33505383477490247	1	81	734	-653	FALSE
LOC141377510	1	NA	304399	0.13117911194353835	7.623164886421982	0.3285161909204695	1	219	735	-516	FALSE
nrxn3a	1	3	304419	0.13118773083597518	7.622664052710128	0.32849460776101364	1	219	736	-517	TRUE
pou4f4	1	NA	304933	0.13140923637160104	7.609815166813577	0.3279408919336379	1	219	737	-518	FALSE
LOC137487595	1	NA	305108	0.13148465168042306	7.605450424970715	0.32775279573134763	1	219	738	-519	FALSE
npas3	3	2	917450	0.39537014330730147	7.5878263717760035	0.32699329663741894	1	42	739	-697	FALSE
LOC108179743	2	NA	615068	0.26506024666601485	7.545454383131506	0.3251672985751169	1	81	740	-659	FALSE
LOC141377543	1	NA	309953	0.1335725783732389	7.48656657061543	0.32262955996554316	1	219	741	-522	FALSE
prmt9	1	NA	309996	0.133591108991978	7.485528097981796	0.32258480754590385	1	219	742	-523	FALSE
gsna	1	NA	311043	0.13404230801104472	7.460331106187777	0.3214989567358854	1	219	743	-524	TRUE
LOC110437911	1	NA	313241	0.1349895242898495	7.407982250924894	0.3192430109723823	1	219	744	-525	FALSE
prox1a	1	NA	313755	0.13521102982547537	7.3958463395387	0.3187200203980813	1	219	745	-526	TRUE
LOC137496197	1	NA	314258	0.135427794970261	7.384008579771923	0.31820987850746835	1	219	746	-527	FALSE
runx1t1	1	1	319376	0.1376333695448392	7.265679851529121	0.3131105656029257	1	219	747	-528	FALSE
adamts16	1	NA	320312	0.13803673371088165	7.244448438591013	0.3121956092809511	1	219	748	-529	FALSE
calca	1	NA	323899	0.13958253206942248	7.1642202299542905	0.30873821777776406	1	219	749	-530	TRUE
zranb1b	1	NA	325616	0.14032246398512213	7.126442706322676	0.30711021571421554	1	219	750	-531	TRUE
LOC141386398	1	1	326238	0.14059051153990673	7.1128555479802005	0.30652468443283737	1	219	751	-532	FALSE
LOC101886760	1	NA	326826	0.14084390697754878	7.10005864974624	0.3059732089858212	1	219	752	-533	FALSE
LOC141380552	1	1	328294	0.1414765336824102	7.068310015601762	0.3046050186722877	1	219	753	-534	FALSE
pcdh7b	1	1	328738	0.14166787309450726	7.058763417256188	0.30419361315089827	1	219	754	-535	TRUE
mir-153a	1	NA	330164	0.1422824001252514	7.028276154462524	0.3028797809573424	1	219	755	-536	TRUE
LOC137495914	1	NA	330989	0.14263792943826956	7.010757965557662	0.30212484402804923	1	219	756	-537	FALSE
hnmt	1	NA	335620	0.1446336339820116	6.9140211199033565	0.2979560216911984	1	219	757	-538	FALSE
odad2	1	NA	338246	0.14576529455896398	6.860343561378301	0.29564281617520977	1	219	758	-539	FALSE
pkd1b	1	NA	338685	0.14595447924795182	6.851451254888657	0.2952596070094631	1	219	759	-540	TRUE
LOC103911111	1	NA	344337	0.1483901782505927	6.738990489729436	0.29041317081812296	1	219	760	-541	FALSE
