set	seqnames	start	end	width	strand	phastcons
sarcopterygii	NC_000022.11	23928338	23928512	175	*	18
sarcopterygii	NC_000022.11	27462734	27462819	86	*	19
sarcopterygii	NC_000023.11	638171	638243	73	*	17
sarcopterygii	NC_000023.11	874159	874238	80	*	26
sarcopterygii	NC_000023.11	968733	968805	73	*	20
sarcopterygii	NC_000023.11	973268	973308	41	*	14
sarcopterygii	NC_000023.11	5305925	5305965	41	*	15
sarcopterygii	NC_000023.11	9578592	9578752	161	*	16
sarcopterygii	NC_000023.11	17720024	17720088	65	*	14
sarcopterygii	NC_000023.11	24999919	24999992	74	*	15
sarcopterygii	NC_000023.11	25029603	25029771	169	*	17
sarcopterygii	NC_000023.11	27519508	27519632	125	*	21
sarcopterygii	NC_000023.11	27519685	27519767	83	*	23
sarcopterygii	NC_000023.11	32308363	32308455	93	*	19
sarcopterygii	NC_000023.11	49665154	49665184	31	*	14
sarcopterygii	NC_000023.11	50127645	50127714	70	*	21
sarcopterygii	NC_000023.11	51920967	51921041	75	*	16
sarcopterygii	NC_000023.11	64044560	64044822	263	*	26
sarcopterygii	NC_000023.11	71043320	71043389	70	*	16
sarcopterygii	NC_000023.11	71044754	71044842	89	*	20
sarcopterygii	NC_000023.11	71545313	71545389	77	*	26
sarcopterygii	NC_000023.11	74187117	74187154	38	*	18
sarcopterygii	NC_000023.11	77673927	77673982	56	*	17
sarcopterygii	NC_000023.11	77675990	77676017	28	*	14
sarcopterygii	NC_000023.11	86329319	86329411	93	*	22
sarcopterygii	NC_000023.11	86389953	86390000	48	*	16
sarcopterygii	NC_000023.11	86829918	86830316	399	*	87
sarcopterygii	NC_000023.11	90040032	90040138	107	*	19
sarcopterygii	NC_000023.11	93594559	93594587	29	*	16
sarcopterygii	NC_000023.11	100957063	100957115	53	*	16
sarcopterygii	NC_000023.11	105141014	105141146	133	*	16
sarcopterygii	NC_000023.11	132440445	132440497	53	*	22
sarcopterygii	NC_000023.11	137661832	137661932	101	*	16
sarcopterygii	NC_000023.11	137747721	137747914	194	*	37
sarcopterygii	NC_000023.11	148909894	148910021	128	*	23
sarcopterygii	NC_000024.10	5092713	5093028	316	*	22
sarcopterygii	NC_000024.10	17756421	17756462	42	*	19
sarcopterygii	NC_000024.10	18149547	18149588	42	*	19
sarcopterygii	NC_000024.10	25404728	25404811	84	*	15
sarcopterygii	NT_187383.1	1780445	1780485	41	*	14
sarcopterygii	NT_187383.1	1785078	1785149	72	*	16
sarcopterygii	NT_187386.1	141171	141242	72	*	14
sarcopterygii	NT_187499.1	64447	64533	87	*	18
sarcopterygii	NT_187556.1	556195	556302	108	*	16
sarcopterygii	NT_187614.1	933914	934023	110	*	30
sarcopterygii	NT_187628.1	152676	152748	73	*	18
sarcopterygii	NT_187633.1	163452	163636	185	*	18
sarcopterygii	NT_187666.1	64422	64500	79	*	17
sarcopterygii	NW_003315931.1	1627	1766	140	*	17
sarcopterygii	NW_003315961.1	10594	10626	33	*	14
sarcopterygii	NW_003315961.1	64423	64501	79	*	17
sarcopterygii	NW_003571036.1	208051	208132	82	*	15
sarcopterygii	NW_009646194.1	136333	136408	76	*	15
sarcopterygii	NW_011332699.1	277962	278094	133	*	22
sarcopterygii	NW_018654714.1	164634	164913	280	*	32
sarcopterygii	NW_021159996.1	85308	85389	82	*	21
sarcopterygii	NW_025791761.1	154596	154742	147	*	26
sarcopterygii	NW_025791761.1	510912	511112	201	*	29
sarcopterygii	NW_025791762.1	457828	457936	109	*	16
sarcopterygii	NW_025791797.1	407441	407493	53	*	15
sarcopterygii	NW_025791814.1	485597	485674	78	*	18
