seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	gene_name	mean_tpm	z_fpkm_mean	z_fpkm_first	n_active_samples	n_samples	is_active	activity_measured	dist_to_tss_signed
NC_133188.1	29095921	29095982	62	*	29	Intron (XM_073919969.1/bcl11aa, intron 2 of 2)	14	29060466	29146425	85960	1	bcl11aa	XM_073919969.1	35455	gene-bcl11aa	2.2935695	-0.743424512967729	-0.801887611983415	2	2	TRUE	TRUE	35485
NC_133188.1	29096083	29096136	54	*	16	Intron (XM_073919969.1/bcl11aa, intron 2 of 2)	14	29060466	29146425	85960	1	bcl11aa	XM_073919969.1	35617	gene-bcl11aa	2.2935695	-0.743424512967729	-0.801887611983415	2	2	TRUE	TRUE	35643
NC_133188.1	29144736	29144777	42	*	26	3' UTR	14	29060466	29146425	85960	1	bcl11aa	XM_073919969.1	84270	gene-bcl11aa	2.2935695	-0.743424512967729	-0.801887611983415	2	2	TRUE	TRUE	-14372
NC_133188.1	29306345	29306371	27	*	20	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	209192	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	147230
NC_133188.1	29308553	29308590	38	*	20	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	206973	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	149443
NC_133188.1	29319866	29319947	82	*	15	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	195616	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	160778
NC_133188.1	29392897	29393117	221	*	87	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	122446	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	122556
NC_133188.1	29413791	29413844	54	*	39	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	101719	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	101746
NC_133188.1	29422211	29422247	37	*	16	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	93316	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	93334
NC_133188.1	29422370	29422423	54	*	15	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	93140	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	93167
NC_133188.1	29433669	29433858	190	*	82	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	81705	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	81800
NC_133188.1	29441784	29441844	61	*	21	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	73719	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	73749
NC_133188.1	29444660	29444692	33	*	14	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	70871	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	70887
NC_133188.1	29450068	29450348	281	*	94	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	65215	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	65355
NC_133188.1	29476724	29476961	238	*	19	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	38602	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	38721
NC_133188.1	29487990	29488081	92	*	30	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	27482	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	27528
NC_133188.1	29488723	29488875	153	*	40	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	26688	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	26764
NC_133188.1	29516395	29516436	42	*	20	Promoter (<=1kb)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	-832	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	-852
NC_133188.1	29524478	29524592	115	*	17	Distal Intergenic	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	-8915	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	-8972
NC_133188.1	29529282	29529313	32	*	18	Distal Intergenic	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	-13719	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	-13734
NC_133188.1	29544649	29544711	63	*	19	Distal Intergenic	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	-29086	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	-29117
NC_133188.1	29557865	29557964	100	*	16	Distal Intergenic	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	-42302	gene-pdlim1	55.68991	1.22692844986366	1.2368743953561	2	2	TRUE	TRUE	-42351
NC_133188.1	29590966	29591037	72	*	36	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	-66846	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	-66882
NC_133188.1	29591479	29591594	116	*	45	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	-66289	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	-66347
NC_133188.1	29600344	29600398	55	*	16	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	-57485	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	-57512
NC_133188.1	29665885	29665939	55	*	19	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	8002	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	8029
NC_133188.1	29665968	29666009	42	*	22	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	8085	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	8105
NC_133188.1	29666137	29666284	148	*	56	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	8254	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	8327
NC_133188.1	29671036	29671078	43	*	25	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	13153	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	13174
NC_133188.1	29671129	29671162	34	*	20	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	13246	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	13262
NC_133188.1	29671327	29671354	28	*	18	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	13444	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	13457
NC_133188.1	29699211	29699349	139	*	53	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	41328	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	41397
NC_133188.1	29699415	29699454	40	*	15	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	41532	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	41551
NC_133188.1	29719998	29720054	57	*	30	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	62115	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	62143
NC_133188.1	29725117	29725149	33	*	25	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	67234	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	67250
NC_133188.1	29725191	29725261	71	*	32	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	67308	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	67343
NC_133188.1	29729640	29729679	40	*	15	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	71757	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	71776
NC_133188.1	29752999	29753054	56	*	24	Distal Intergenic	14	29657883	29661193	3311	1	LOC141377187	XR_012389311.1	95116	gene-LOC141377187	0.0058575	-Inf	-3.9494150545424	0	2	FALSE	TRUE	95143
NC_133188.1	29789928	29789986	59	*	26	Intron (NR_145709.1/si:rp71-1h3.1, intron 2 of 3)	14	29772616	29923451	150836	2	si:rp71-1h3.1	NR_145709.1	133465	gene-si:rp71-1h3.1	0.01025	-Inf	-3.60721292181098	0	2	FALSE	TRUE	-122653
NC_133188.1	29868931	29868967	37	*	16	Intron (NR_145709.1/si:rp71-1h3.1, intron 2 of 3)	14	29772616	29923451	150836	2	si:rp71-1h3.1	NR_145709.1	54484	gene-si:rp71-1h3.1	0.01025	-Inf	-3.60721292181098	0	2	FALSE	TRUE	-43661
NC_133188.1	29896390	29896489	100	*	40	Intron (NR_145709.1/si:rp71-1h3.1, intron 2 of 3)	14	29772616	29923451	150836	2	si:rp71-1h3.1	NR_145709.1	26962	gene-si:rp71-1h3.1	0.01025	-Inf	-3.60721292181098	0	2	FALSE	TRUE	-16171
NC_133188.1	29905881	29905926	46	*	19	Intron (NR_145709.1/si:rp71-1h3.1, intron 2 of 3)	14	29772616	29923451	150836	2	si:rp71-1h3.1	NR_145709.1	17525	gene-si:rp71-1h3.1	0.01025	-Inf	-3.60721292181098	0	2	FALSE	TRUE	-6707
NC_133188.1	29906050	29906093	44	*	33	Intron (NR_145709.1/si:rp71-1h3.1, intron 2 of 3)	14	29772616	29923451	150836	2	si:rp71-1h3.1	NR_145709.1	17358	gene-si:rp71-1h3.1	0.01025	-Inf	-3.60721292181098	0	2	FALSE	TRUE	-6539
NC_133188.1	29906179	29906215	37	*	16	Intron (NR_145709.1/si:rp71-1h3.1, intron 2 of 3)	14	29772616	29923451	150836	2	si:rp71-1h3.1	NR_145709.1	17236	gene-si:rp71-1h3.1	0.01025	-Inf	-3.60721292181098	0	2	FALSE	TRUE	-6413
NC_133188.1	29906513	29906569	57	*	31	Intron (NR_145709.1/si:rp71-1h3.1, intron 2 of 3)	14	29772616	29923451	150836	2	si:rp71-1h3.1	NR_145709.1	16882	gene-si:rp71-1h3.1	0.01025	-Inf	-3.60721292181098	0	2	FALSE	TRUE	-6069
NC_133188.1	29914129	29914218	90	*	20	Promoter (1-2kb)	14	29912610	29917932	5323	1	LOC141377188	XR_012389312.1	1519	gene-LOC141377188	0	-Inf	-Inf	0	2	FALSE	TRUE	1563
NC_133188.1	30026333	30026377	45	*	24	Promoter (1-2kb)	14	30025284	30047359	22076	1	LOC141377189	XR_012389313.1	1049	gene-LOC141377189	0	-Inf	-Inf	0	2	FALSE	TRUE	1071
NC_133188.1	30038946	30039093	148	*	56	Intron (XR_012389313.1/LOC141377189, intron 2 of 2)	14	30025284	30047359	22076	1	LOC141377189	XR_012389313.1	13662	gene-LOC141377189	0	-Inf	-Inf	0	2	FALSE	TRUE	13735
NC_133188.1	30058249	30058340	92	*	40	Distal Intergenic	14	30025284	30047359	22076	1	LOC141377189	XR_012389313.1	32965	gene-LOC141377189	0	-Inf	-Inf	0	2	FALSE	TRUE	33010
NC_133188.1	30058362	30058443	82	*	27	Distal Intergenic	14	30025284	30047359	22076	1	LOC141377189	XR_012389313.1	33078	gene-LOC141377189	0	-Inf	-Inf	0	2	FALSE	TRUE	33118
NC_133188.1	30058502	30058538	37	*	20	Distal Intergenic	14	30025284	30047359	22076	1	LOC141377189	XR_012389313.1	33218	gene-LOC141377189	0	-Inf	-Inf	0	2	FALSE	TRUE	33236
NC_133188.1	30066927	30066990	64	*	32	Distal Intergenic	14	30025284	30047359	22076	1	LOC141377189	XR_012389313.1	41643	gene-LOC141377189	0	-Inf	-Inf	0	2	FALSE	TRUE	41674
NC_133188.1	30262383	30262486	104	*	25	Promoter (1-2kb)	14	30224852	30263824	38973	2	ccdc85a	XM_009307276.5	1338	gene-ccdc85a	0.3831065	-1.84850140513899	-1.91253948248065	2	2	TRUE	TRUE	1418
NC_133188.1	30263230	30263279	50	*	15	Promoter (<=1kb)	14	30224852	30263824	38973	2	ccdc85a	XM_009307276.5	545	gene-ccdc85a	0.3831065	-1.84850140513899	-1.91253948248065	2	2	TRUE	TRUE	598
NC_133188.1	30263326	30263365	40	*	19	Promoter (<=1kb)	14	30224852	30263824	38973	2	ccdc85a	XM_009307276.5	459	gene-ccdc85a	0.3831065	-1.84850140513899	-1.91253948248065	2	2	TRUE	TRUE	507
NC_133188.1	30648884	30648942	59	*	18	5' UTR	14	30599744	30789607	189864	2	kcnq5a	XM_073920929.1	140665	gene-kcnq5a	0.6040095	-1.5739400281812	-1.43314476433758	2	2	TRUE	TRUE	-32047
NC_133188.1	30651395	30651424	30	*	14	5' UTR	14	30599744	30789607	189864	2	kcnq5a	XM_073920929.1	138183	gene-kcnq5a	0.6040095	-1.5739400281812	-1.43314476433758	2	2	TRUE	TRUE	-29551
NC_133188.1	30663666	30663760	95	*	27	5' UTR	14	30599744	30789607	189864	2	kcnq5a	XM_073920929.1	125847	gene-kcnq5a	0.6040095	-1.5739400281812	-1.43314476433758	2	2	TRUE	TRUE	-17247
NC_133188.1	30860633	30860677	45	*	24	3' UTR	14	30859445	30881085	21641	2	rims1a	XM_073921008.1	20408	gene-rims1a	0.855774	-1.34833811855414	-1.29311130588047	2	2	TRUE	TRUE	-9229
NC_133188.1	31337360	31337470	111	*	40	Promoter (<=1kb)	14	31336684	31341939	5256	1	b3gat2	XM_073919501.1	676	gene-b3gat2	2.204883	-0.766372921327164	-0.811495161929615	2	2	TRUE	TRUE	731
NC_133188.1	31337648	31337704	57	*	26	Promoter (<=1kb)	14	31336684	31341939	5256	1	b3gat2	XM_073919501.1	964	gene-b3gat2	2.204883	-0.766372921327164	-0.811495161929615	2	2	TRUE	TRUE	992
NC_133188.1	31657238	31657288	51	*	18	Promoter (<=1kb)	14	31653419	31657836	4418	2	tlx1	XM_068224898.1	548	gene-tlx1	1.617207	-0.954800656791428	-0.944731702456456	2	2	TRUE	TRUE	573
NC_133188.1	31657629	31657657	29	*	13	Promoter (<=1kb)	14	31653419	31657836	4418	2	tlx1	XM_068224898.1	179	gene-tlx1	1.617207	-0.954800656791428	-0.944731702456456	2	2	TRUE	TRUE	193
NC_133188.1	31670994	31671050	57	*	19	Distal Intergenic	14	31653419	31657836	4418	2	tlx1	XM_068224898.1	-13158	gene-tlx1	1.617207	-0.954800656791428	-0.944731702456456	2	2	TRUE	TRUE	-13186
NC_133188.1	31671284	31671325	42	*	32	Distal Intergenic	14	31653419	31657836	4418	2	tlx1	XM_068224898.1	-13448	gene-tlx1	1.617207	-0.954800656791428	-0.944731702456456	2	2	TRUE	TRUE	-13468
NC_133188.1	31671349	31671404	56	*	21	Distal Intergenic	14	31653419	31657836	4418	2	tlx1	XM_068224898.1	-13513	gene-tlx1	1.617207	-0.954800656791428	-0.944731702456456	2	2	TRUE	TRUE	-13540
NC_133188.1	31687371	31687515	145	*	44	Distal Intergenic	14	31691446	31693137	1692	2	lbx1a	NM_001025532.1	5622	gene-lbx1a	2.5146465	-0.699974332797323	-0.834995007296183	2	2	TRUE	TRUE	-29607
NC_133188.1	31771178	31771246	69	*	30	Intron (XM_073919710.1/lbx1a, intron 2 of 6)	14	31690786	31802707	111922	2	lbx1a	XM_073919710.1	31461	gene-lbx1a	2.5146465	-0.699974332797323	-0.834995007296183	2	2	TRUE	TRUE	-21423
NC_133188.1	31771316	31771401	86	*	26	Intron (XM_073919710.1/lbx1a, intron 2 of 6)	14	31690786	31802707	111922	2	lbx1a	XM_073919710.1	31306	gene-lbx1a	2.5146465	-0.699974332797323	-0.834995007296183	2	2	TRUE	TRUE	-21277
NC_133188.1	31776777	31776865	89	*	37	Intron (XM_073919710.1/lbx1a, intron 2 of 6)	14	31690786	31802707	111922	2	lbx1a	XM_073919710.1	25842	gene-lbx1a	2.5146465	-0.699974332797323	-0.834995007296183	2	2	TRUE	TRUE	-15814
NC_133188.1	31835110	31835144	35	*	25	Distal Intergenic	14	31862086	31888222	26137	1	fgf8a	XM_068224902.2	-26942	gene-fgf8a	8.8693045	0.0944006560622424	0.0934531982449678	2	2	TRUE	TRUE	-26959
NC_133188.1	31835166	31835205	40	*	19	Distal Intergenic	14	31862086	31888222	26137	1	fgf8a	XM_068224902.2	-26881	gene-fgf8a	8.8693045	0.0944006560622424	0.0934531982449678	2	2	TRUE	TRUE	-26901
NC_133188.1	31885322	31885362	41	*	22	Promoter (2-3kb)	14	31883737	31887939	4203	2	LOC141377194	XR_012389334.1	2577	gene-LOC141377194	0.0369415	-3.31561738835069	-3.48000499746142	0	2	FALSE	TRUE	2597
NC_133188.1	31887167	31887252	86	*	37	Promoter (<=1kb)	14	31883737	31887939	4203	2	LOC141377194	XR_012389334.1	687	gene-LOC141377194	0.0369415	-3.31561738835069	-3.48000499746142	0	2	FALSE	TRUE	730
NC_133188.1	31888159	31888194	36	*	16	3' UTR	14	31862086	31888222	26137	1	fgf8a	XM_068224902.2	26073	gene-fgf8a	8.8693045	0.0944006560622424	0.0934531982449678	2	2	TRUE	TRUE	-237
NC_133188.1	31925776	31925805	30	*	15	Intron (NM_131521.2/fbxw4, intron 5 of 8)	14	31899357	31948081	48725	1	fbxw4	NM_131521.2	26419	gene-fbxw4	10.0941835	0.174163364777887	0.184561892975536	2	2	TRUE	TRUE	26433
NC_133188.1	31942224	31942283	60	*	21	Intron (NM_131521.2/fbxw4, intron 6 of 8)	14	31933067	31959559	26493	2	LOC137487409	XR_011005972.2	17276	gene-LOC137487409	0.062648	-Inf	-Inf	1	2	TRUE	TRUE	17306
NC_133188.1	32005721	32005760	40	*	16	Promoter (<=1kb)	14	32005093	32032696	27604	1	cnnm2a	XM_068212847.2	628	gene-cnnm2a	0.748433	-1.43172467103996	-1.46283348731041	2	2	TRUE	TRUE	647
NC_133188.1	32016888	32016991	104	*	56	Intron (XM_068212847.2/cnnm2a, intron 1 of 6)	14	32005093	32032696	27604	1	cnnm2a	XM_068212847.2	11795	gene-cnnm2a	0.748433	-1.43172467103996	-1.46283348731041	2	2	TRUE	TRUE	11846
NC_133188.1	32065272	32065305	34	*	19	Promoter (2-3kb)	14	32062798	32068148	5351	1	inaa	NM_001144784.1	2474	gene-inaa	0.4644495	-1.72395379097829	-1.69953371117511	2	2	TRUE	TRUE	2490
NC_133188.1	32080083	32080122	40	*	15	Promoter (2-3kb)	14	32077503	32082035	4533	1	polr1c	XM_068224947.1	2580	gene-polr1c	35.5112415	0.948150968230339	0.990303359524969	2	2	TRUE	TRUE	2599
NC_133188.1	32254903	32254928	26	*	17	5' UTR	14	32190378	32290027	99650	1	tacc2	XM_073920940.1	64525	gene-tacc2	8.4663505	0.0631264247478144	0.011799634353923	2	2	TRUE	TRUE	-36775
NC_133188.1	32811657	32811769	113	*	21	Promoter (1-2kb)	14	32810762	32813167	2406	2	slc18a3a	NM_001077550.1	1398	gene-slc18a3a	3.1680205	-0.54095446686261	-0.559821402192992	2	2	TRUE	TRUE	1454
NC_133188.1	32812245	32812281	37	*	14	Promoter (<=1kb)	14	32810762	32813167	2406	2	slc18a3a	NM_001077550.1	886	gene-slc18a3a	3.1680205	-0.54095446686261	-0.559821402192992	2	2	TRUE	TRUE	904
NC_133188.1	32812668	32812699	32	*	18	Promoter (<=1kb)	14	32810762	32813167	2406	2	slc18a3a	NM_001077550.1	468	gene-slc18a3a	3.1680205	-0.54095446686261	-0.559821402192992	2	2	TRUE	TRUE	484
NC_133188.1	32985409	32985456	48	*	16	Intron (XM_073919506.1/cdhr1a, intron 5 of 23)	14	32869920	33091079	221160	2	cdhr1a	XM_073919506.1	105623	gene-cdhr1a	0.174782	-2.33625154109893	-2.42145032410884	2	2	TRUE	TRUE	86352
NC_133188.1	33029107	33029163	57	*	21	Intron (XM_073919506.1/cdhr1a, intron 5 of 23)	14	32869920	33091079	221160	2	cdhr1a	XM_073919506.1	61916	gene-cdhr1a	0.174782	-2.33625154109893	-2.42145032410884	2	2	TRUE	TRUE	61944
NC_133188.1	33045005	33045077	73	*	15	Intron (XM_073919506.1/cdhr1a, intron 5 of 23)	14	32869920	33091079	221160	2	cdhr1a	XM_073919506.1	46002	gene-cdhr1a	0.174782	-2.33625154109893	-2.42145032410884	2	2	TRUE	TRUE	46038
NC_133188.1	33066970	33066996	27	*	20	Intron (XM_073919506.1/cdhr1a, intron 4 of 23)	14	32869920	33091079	221160	2	cdhr1a	XM_073919506.1	24083	gene-cdhr1a	0.174782	-2.33625154109893	-2.42145032410884	2	2	TRUE	TRUE	24096
NC_133188.1	33128417	33128489	73	*	33	Distal Intergenic	14	33160598	33194013	33416	1	pax2a	XM_005156744.5	-32109	gene-pax2a	12.6003185	0.31067084978412	0.297508672691488	2	2	TRUE	TRUE	-32145
NC_133188.1	33136629	33136714	86	*	15	Distal Intergenic	14	33160598	33194013	33416	1	pax2a	XM_005156744.5	-23884	gene-pax2a	12.6003185	0.31067084978412	0.297508672691488	2	2	TRUE	TRUE	-23927
NC_133188.1	33164203	33164243	41	*	19	Intron (XM_005156744.5/pax2a, intron 3 of 10)	14	33160598	33194013	33416	1	pax2a	XM_005156744.5	3605	gene-pax2a	12.6003185	0.31067084978412	0.297508672691488	2	2	TRUE	TRUE	3625
NC_133188.1	33165941	33166018	78	*	40	Intron (XM_005156744.5/pax2a, intron 3 of 10)	14	33160598	33194013	33416	1	pax2a	XM_005156744.5	5343	gene-pax2a	12.6003185	0.31067084978412	0.297508672691488	2	2	TRUE	TRUE	5381
NC_133188.1	33168717	33168744	28	*	16	Intron (XM_005156744.5/pax2a, intron 5 of 10)	14	33160598	33194013	33416	1	pax2a	XM_005156744.5	8119	gene-pax2a	12.6003185	0.31067084978412	0.297508672691488	2	2	TRUE	TRUE	8132
NC_133188.1	33169915	33169984	70	*	14	Intron (XM_005156744.5/pax2a, intron 6 of 10)	14	33160598	33194013	33416	1	pax2a	XM_005156744.5	9317	gene-pax2a	12.6003185	0.31067084978412	0.297508672691488	2	2	TRUE	TRUE	9351
NC_133188.1	33174197	33174268	72	*	29	Intron (XM_005156744.5/pax2a, intron 6 of 10)	14	33160598	33194013	33416	1	pax2a	XM_005156744.5	13599	gene-pax2a	12.6003185	0.31067084978412	0.297508672691488	2	2	TRUE	TRUE	13634
NC_133188.1	33189570	33189617	48	*	22	Intron (XM_005156744.5/pax2a, intron 9 of 10)	14	33160598	33194013	33416	1	pax2a	XM_005156744.5	28972	gene-pax2a	12.6003185	0.31067084978412	0.297508672691488	2	2	TRUE	TRUE	28995
NC_133188.1	33225321	33225362	42	*	19	Distal Intergenic	14	33281973	33286828	4856	1	LOC141377198	XR_012389339.1	-56611	gene-LOC141377198	0.061572	-2.97553837120263	-2.86022216390206	1	2	TRUE	TRUE	-56632
NC_133188.1	33225436	33225507	72	*	18	Distal Intergenic	14	33281973	33286828	4856	1	LOC141377198	XR_012389339.1	-56466	gene-LOC141377198	0.061572	-2.97553837120263	-2.86022216390206	1	2	TRUE	TRUE	-56502
NC_133188.1	33225557	33225584	28	*	18	Distal Intergenic	14	33281973	33286828	4856	1	LOC141377198	XR_012389339.1	-56389	gene-LOC141377198	0.061572	-2.97553837120263	-2.86022216390206	1	2	TRUE	TRUE	-56403
NC_133188.1	33309691	33309757	67	*	25	Distal Intergenic	14	33318358	33329169	10812	1	cuedc2	XM_005156782.3	-8601	gene-cuedc2	12.8914265	0.324058522240954	0.361603706778912	2	2	TRUE	TRUE	-8634
NC_133188.1	33390871	33390925	55	*	14	Intron (NM_130959.3/wnt8b, intron 5 of 5)	14	33386790	33399535	12746	2	wnt8b	NM_130959.3	8610	gene-wnt8b	3.025455	-0.576922457991271	-0.667331526296502	2	2	TRUE	TRUE	8637
NC_133188.1	33429653	33429704	52	*	23	Promoter (<=1kb)	14	33428675	33437654	8980	1	dnajb12a	NM_212659.1	978	gene-dnajb12a	23.249335	0.688438050133707	0.677679493931675	2	2	TRUE	TRUE	1003
NC_133188.1	33542139	33542189	51	*	17	Promoter (1-2kb)	14	33538217	33543829	5613	2	sar1ab	XM_005156839.5	1640	gene-sar1ab	24.173533	0.712057113940512	0.68730162707398	2	2	TRUE	TRUE	1665
NC_133188.1	33542786	33542828	43	*	20	Promoter (1-2kb)	14	33538217	33543829	5613	2	sar1ab	XM_005156839.5	1001	gene-sar1ab	24.173533	0.712057113940512	0.68730162707398	2	2	TRUE	TRUE	1022
NC_133188.1	33543004	33543040	37	*	15	Promoter (<=1kb)	14	33538217	33543829	5613	2	sar1ab	XM_005156839.5	789	gene-sar1ab	24.173533	0.712057113940512	0.68730162707398	2	2	TRUE	TRUE	807
NC_133188.1	34018880	34018927	48	*	14	Intron (XR_011005976.2/LOC137487412, intron 1 of 2)	14	34011302	34030362	19061	1	LOC137487412	XR_011005976.2	7578	gene-LOC137487412	0.0166305	-Inf	-Inf	0	2	FALSE	TRUE	7601
NC_133188.1	34286258	34286320	63	*	23	Intron (XM_017358831.4/ercc6, intron 7 of 19)	14	34274127	34309746	35620	1	ercc6	XM_017358831.4	12131	gene-ercc6	7.599416	-0.00285922106851846	-0.0465725791156362	2	2	TRUE	TRUE	10656
NC_133188.1	34312047	34312096	50	*	32	Promoter (<=1kb)	14	34312117	34318318	6202	1	drgx	XM_005156850.6	-21	gene-drgx	3.1365125	-0.552445943071638	-0.455324017339794	2	2	TRUE	TRUE	-46
NC_133188.1	34366853	34366899	47	*	16	Intron (NM_001083819.2/vstm4a, intron 7 of 7)	14	34351184	34367844	16661	1	vstm4a	NM_001083819.2	15669	gene-vstm4a	1.8762625	-0.86404927156415	-0.81820622517636	2	2	TRUE	TRUE	8004
NC_133188.1	34450757	34450795	39	*	26	Intron (XM_005156949.6/wdfy4, intron 11 of 61)	14	34381564	34469171	87608	2	wdfy4	XM_005156949.6	18376	gene-wdfy4	3.0391415	-0.568024447022509	-0.608941460928915	2	2	TRUE	TRUE	18395
NC_133188.1	34565262	34565313	52	*	22	Promoter (2-3kb)	14	34545564	34567616	22053	2	mapk8a	XM_005156857.5	2303	gene-mapk8a	7.8040755	0.0151092179041787	-0.00209692602457065	2	2	TRUE	TRUE	506
NC_133188.1	34660367	34660565	199	*	17	Distal Intergenic	14	34692506	34697205	4700	1	gdf10a	XM_686367.8	-31941	gene-gdf10a	6.148303	-0.13151107086981	-0.131751422194563	2	2	TRUE	TRUE	-32040
NC_133188.1	34695293	34695348	56	*	18	Promoter (2-3kb)	14	34692506	34697205	4700	1	gdf10a	XM_686367.8	2787	gene-gdf10a	6.148303	-0.13151107086981	-0.131751422194563	2	2	TRUE	TRUE	2814
