seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	gene_name	mean_tpm	z_fpkm	is_active	in_atac_peak	nearby_gene_active	nearby_gene_fin_dev	overlaps_chan_enhancer	overlaps_yuesong_cne
NC_133185.1	22512925	22512984	60	*	18	Intron (XR_012386206.1/kcnn2, intron 6 of 8)	11	22438479	22530607	92129	1	kcnn2	XR_012386206.1	74446	gene-kcnn2	0.977802	-1.23277304628046	TRUE	0	1	0	0	1
NC_133185.1	26448692	26448804	113	*	17	Intron (NM_001024097.1/pcdh1a3, intron 1 of 3)	11	25942789	26916377	973589	2	LOC141376355	XR_012386276.1	467573	gene-LOC141376355	0.4665435	-1.72472118190775	TRUE	0	1	0	0	0
NC_133185.1	26449138	26449284	147	*	28	Intron (NM_001024097.1/pcdh1a3, intron 1 of 3)	11	25942789	26916377	973589	2	LOC141376355	XR_012386276.1	467093	gene-LOC141376355	0.4665435	-1.72472118190775	TRUE	0	1	0	0	0
NC_133185.1	26452497	26452597	101	*	18	Intron (NM_001024097.1/pcdh1a3, intron 1 of 3)	11	25942789	26916377	973589	2	LOC141376355	XR_012386276.1	463780	gene-LOC141376355	0.4665435	-1.72472118190775	TRUE	0	1	0	0	0
NC_133185.1	26452949	26453074	126	*	26	Intron (NM_001024097.1/pcdh1a3, intron 1 of 3)	11	25942789	26916377	973589	2	LOC141376355	XR_012386276.1	463303	gene-LOC141376355	0.4665435	-1.72472118190775	TRUE	0	1	0	0	0
NC_133185.1	26457260	26457385	126	*	27	Intron (NM_001024097.1/pcdh1a3, intron 1 of 3)	11	25942789	26916377	973589	2	LOC141376355	XR_012386276.1	458992	gene-LOC141376355	0.4665435	-1.72472118190775	TRUE	0	1	0	0	0
NC_133185.1	26478161	26478242	82	*	21	Intron (NM_001024097.1/pcdh1a3, intron 1 of 3)	11	25942789	26916377	973589	2	LOC141376355	XR_012386276.1	438135	gene-LOC141376355	0.4665435	-1.72472118190775	TRUE	1	1	0	0	0
NC_133185.1	26583417	26583928	512	*	68	Intron (NM_001020804.2/pcdh1g1, intron 1 of 3)	11	25942789	26916377	973589	2	LOC141376355	XR_012386276.1	332449	gene-LOC141376355	0.4665435	-1.72472118190775	TRUE	0	1	0	0	0
NC_133185.1	27275158	27275240	83	*	25	Intron (XM_073913415.1/nlgn2b, intron 7 of 14)	11	27031102	27377368	346267	1	nlgn2b	XM_073913415.1	244056	gene-nlgn2b	0.432846	-1.81859535327353	TRUE	0	1	0	0	0
NC_133185.1	32435392	32435442	51	*	14	Intron (XM_073914877.1/auts2a, intron 1 of 16)	11	32096271	32479960	383690	2	auts2a	XM_073914877.1	44518	gene-auts2a	18.9102805	0.549454627807583	TRUE	0	1	0	0	0
NC_133185.1	33437353	33437463	111	*	27	Promoter (<=1kb)	11	33386536	33438227	51692	2	bbx	XM_073914914.1	764	gene-bbx	1.244572	-1.12002734074414	TRUE	1	1	0	0	0
NC_133185.1	39749719	39749767	49	*	14	Intron (XM_073913943.1/nbeaa, intron 58 of 59)	11	39413078	39753409	340332	1	nbeaa	XM_073913943.1	336641	gene-nbeaa	2.7150055	-0.670906662348998	TRUE	0	1	0	0	0
NC_133185.1	41493973	41494114	142	*	55	Promoter (1-2kb)	11	41490387	41495195	4809	2	hmgb1a	NM_199555.3	1081	gene-hmgb1a	288.7575115	2.21085147304068	TRUE	1	1	0	0	0
NC_133185.1	41494199	41494339	141	*	34	Promoter (<=1kb)	11	41490387	41495195	4809	2	hmgb1a	NM_199555.3	856	gene-hmgb1a	288.7575115	2.21085147304068	TRUE	1	1	0	0	0
NC_133185.1	41494534	41494587	54	*	24	Promoter (<=1kb)	11	41490387	41495195	4809	2	hmgb1a	NM_199555.3	608	gene-hmgb1a	288.7575115	2.21085147304068	TRUE	1	1	0	0	0
NC_133185.1	43330058	43330524	467	*	36	Intron (XM_005169156.6/usp25, intron 11 of 25)	11	43289661	43364482	74822	2	usp25	XM_005169156.6	33958	gene-usp25	15.31809	0.406131612291958	TRUE	0	1	0	0	0
NC_133185.1	43477499	43477558	60	*	16	Intron (XR_012386512.1/LOC141376441, intron 4 of 6)	11	43443756	43553692	109937	2	LOC141376441	XR_012386512.1	76134	gene-LOC141376441	0.007425	-Inf	FALSE	1	0	0	0	0
NC_133185.1	44494908	44495051	144	*	20	Distal Intergenic	11	44501525	44505471	3947	1	kcnj1b	XM_021479179.3	-6474	gene-kcnj1b	1.488637	-1.03124352047198	TRUE	1	1	0	0	0
NC_133185.1	47216730	47216764	35	*	16	Intron (XM_073914119.1/setd1ba, intron 2 of 18)	11	46561051	47340690	779640	2	ess2	XR_012385794.1	123926	gene-ess2	8.732495	0.0550860413532759	TRUE	1	1	0	0	0
NC_133186.1	1240750	1240894	145	*	29	Distal Intergenic	12	1219542	1230379	10838	2	LOC141376496	XR_012386911.1	-10371	gene-LOC141376496	0.150187	-2.30960196718332	TRUE	0	1	0	0	0
NC_133186.1	3339504	3339557	54	*	15	Intron (XR_012386945.1/LOC141376510, intron 1 of 2)	12	3333396	3484486	151091	1	LOC141376510	XR_012386945.1	6108	gene-LOC141376510	0.037959	-3.13916558527565	FALSE	0	0	0	0	0
NC_133186.1	6986281	6986311	31	*	15	Intron (XM_073915969.1/klhl26, intron 3 of 4)	12	6981134	6991872	10739	1	klhl26	XM_073915969.1	5147	gene-klhl26	1.4765765	-1.02967435577086	TRUE	0	1	0	0	0
NC_133186.1	24156783	24156885	103	*	19	Intron (XM_073915911.1/foxp4, intron 13 of 21)	12	23713161	24201158	487998	1	foxp4	XM_073915911.1	443622	gene-foxp4	14.8074815	0.436170436381244	TRUE	1	1	0	0	0
NC_133186.1	27723484	27723628	145	*	28	Intron (NM_001080020.2/grm6b, intron 2 of 11)	12	27707128	27752628	45501	1	grm6b	NM_001080020.2	16356	gene-grm6b	0.8054295	-1.3797046212419	TRUE	0	1	0	0	0
NC_133186.1	29554269	29554482	214	*	18	Distal Intergenic	12	29584514	29596540	12027	2	wnt7aa	NM_001025540.1	42058	gene-wnt7aa	7.030546	-0.000138266168033594	TRUE	1	1	0	0	0
NC_133186.1	29559332	29559504	173	*	22	Distal Intergenic	12	29584514	29596540	12027	2	wnt7aa	NM_001025540.1	37036	gene-wnt7aa	7.030546	-0.000138266168033594	TRUE	0	1	0	0	0
NC_133186.1	29657582	29657689	108	*	16	Intron (XR_012387185.1/LOC137496701, intron 2 of 2)	12	29638696	29722824	84129	2	LOC137496701	XR_012387185.1	65135	gene-LOC137496701	0	-Inf	FALSE	1	0	0	0	0
NC_133186.1	29814798	29815054	257	*	39	Distal Intergenic	12	29803696	29804326	631	2	fam120a	NR_023337.2	-10472	gene-fam120a	10.362889	0.197942697475391	TRUE	0	1	0	0	0
NC_133186.1	29818713	29818836	124	*	16	Distal Intergenic	12	29803696	29804326	631	2	fam120a	NR_023337.2	-14387	gene-fam120a	10.362889	0.197942697475391	TRUE	1	1	0	0	0
NC_133186.1	33440276	33440343	68	*	20	Promoter (2-3kb)	12	33442462	33452251	9790	1	stx10	NM_001326447.1	-2119	gene-stx10	12.3079865	0.297645692876179	TRUE	0	1	0	0	0
NC_133186.1	43691901	43691942	42	*	18	Intron (XR_012387368.1/LOC141376673, intron 4 of 5)	12	43504182	43731188	227007	1	LOC141376673	XR_012387368.1	187719	gene-LOC141376673	0.076224	-2.7950634890833	TRUE	0	1	0	0	0
NC_133186.1	46804143	46804228	86	*	16	Distal Intergenic	12	46832142	46832781	640	1	nid1b	NR_023340.1	-27914	gene-nid1b	16.5129585	0.457147872172996	TRUE	0	1	0	0	0
NC_133187.1	21006728	21006868	141	*	17	Downstream (<=300bp)	13	21007250	21013123	5874	2	maff	NM_200336.1	6255	gene-maff	15.638331	0.467972259391529	TRUE	0	1	0	0	0
NC_133187.1	23543811	23544000	190	*	43	Distal Intergenic	13	23552184	23604890	52707	2	thrab	XM_009306722.5	60890	gene-thrab	1.018771	-1.31267741660525	TRUE	0	1	0	0	1
NC_133187.1	24964812	24964897	86	*	19	Intron (XM_073917350.1/mpp7a, intron 10 of 16)	13	24873406	25081144	207739	2	mpp7a	XM_073917350.1	116247	gene-mpp7a	2.630642	-0.640591498845454	TRUE	0	1	0	0	0
NC_133187.1	25151652	25151771	120	*	25	Promoter (2-3kb)	13	25149426	25155568	6143	1	bambia	NM_131784.2	2226	gene-bambia	43.4754205	1.0715238902292	TRUE	0	1	0	0	0
NC_133187.1	25616517	25616597	81	*	17	Intron (NM_001035261.2/svila, intron 20 of 37)	13	25520491	25644477	123987	1	svila	NM_001035261.2	96026	gene-svila	10.6669695	0.175473124082285	TRUE	0	1	0	0	0
NC_133187.1	29010131	29010226	96	*	25	Intron (XM_073917727.1/skap1, intron 8 of 9)	13	28970037	29023006	52970	1	skap1	XM_073917727.1	40094	gene-skap1	1.361744	-1.03402447943674	TRUE	1	1	0	0	0
NC_133187.1	32887730	32887800	71	*	16	Intron (XM_068224516.1/tcf7l2, intron 4 of 10)	13	32874554	32904821	30268	2	tcf7l2	XM_068224516.1	17021	gene-tcf7l2	13.959913	0.359921281547406	TRUE	1	1	0	0	0
NC_133187.1	32990625	32990703	79	*	20	Intron (XM_068224489.1/tcf7l2, intron 3 of 14)	13	32874554	32998240	123687	2	tcf7l2	XM_068224489.1	7537	gene-tcf7l2	13.959913	0.359921281547406	TRUE	1	1	0	0	0
NC_133187.1	32992535	32992626	92	*	17	Intron (XM_068224489.1/tcf7l2, intron 3 of 14)	13	32874554	32998240	123687	2	tcf7l2	XM_068224489.1	5614	gene-tcf7l2	13.959913	0.359921281547406	TRUE	0	1	0	0	0
NC_133187.1	32994280	32994342	63	*	14	Intron (XM_068224489.1/tcf7l2, intron 3 of 14)	13	32874554	32998240	123687	2	tcf7l2	XM_068224489.1	3898	gene-tcf7l2	13.959913	0.359921281547406	TRUE	0	1	0	0	0
NC_133187.1	33019712	33019753	42	*	14	Distal Intergenic	13	32874559	32998249	123691	2	tcf7l2	NM_131259.3	-21463	gene-tcf7l2	13.959913	0.359921281547406	TRUE	1	1	0	0	0
NC_133187.1	33221852	33221897	46	*	17	Intron (NM_001313750.1/vti1a, intron 5 of 7)	13	33053743	33316902	263160	2	vti1a	NM_001313750.1	95005	gene-vti1a	5.5985395	-0.17625771502891	TRUE	1	1	0	0	1
NC_133187.1	33655001	33655030	30	*	14	Intron (XM_005156347.5/rnf157, intron 18 of 18)	13	33624393	33663305	38913	1	rnf157	XM_005156347.5	30608	gene-rnf157	2.6461815	-0.702450530669777	TRUE	1	1	0	0	0
NC_133187.1	34446047	34446152	106	*	20	Intron (XM_068224793.2/rbfox3a, intron 5 of 20)	13	34328094	35133891	805798	1	rbfox3a	XM_068224793.2	117953	gene-rbfox3a	3.396771	-0.500089207218649	TRUE	0	1	0	0	0
NC_133187.1	34467034	34467110	77	*	14	Intron (XM_068224793.2/rbfox3a, intron 5 of 20)	13	34328094	35133891	805798	1	rbfox3a	XM_068224793.2	138940	gene-rbfox3a	3.396771	-0.500089207218649	TRUE	0	1	0	0	0
NC_133187.1	34467136	34467234	99	*	18	Intron (XM_068224793.2/rbfox3a, intron 5 of 20)	13	34328094	35133891	805798	1	rbfox3a	XM_068224793.2	139042	gene-rbfox3a	3.396771	-0.500089207218649	TRUE	0	1	0	0	0
NC_133187.1	36631013	36631118	106	*	25	Intron (XM_073918668.1/bahcc1b, intron 1 of 28)	13	36472380	36667099	194720	2	bahcc1b	XM_073918668.1	35981	gene-bahcc1b	7.784825	-0.0316136276331798	TRUE	1	1	0	0	0
NC_133187.1	44669937	44670015	79	*	14	Distal Intergenic	13	44810762	44827959	17198	1	LOC141376869	XR_012388168.1	-140747	gene-LOC141376869	0	-Inf	FALSE	1	0	0	0	1
NC_133187.1	44708166	44708375	210	*	29	Distal Intergenic	13	44810762	44827959	17198	1	LOC141376869	XR_012388168.1	-102387	gene-LOC141376869	0	-Inf	FALSE	0	0	0	0	0
NC_133187.1	44781602	44781704	103	*	23	Distal Intergenic	13	44810762	44827959	17198	1	LOC141376869	XR_012388168.1	-29058	gene-LOC141376869	0	-Inf	FALSE	1	0	0	0	0
NC_133187.1	44787556	44787726	171	*	17	Distal Intergenic	13	44810762	44827959	17198	1	LOC141376869	XR_012388168.1	-23036	gene-LOC141376869	0	-Inf	FALSE	1	0	0	0	0
NC_133187.1	44971945	44972006	62	*	15	Distal Intergenic	13	44810762	44827959	17198	1	LOC141376869	XR_012388168.1	161183	gene-LOC141376869	0	-Inf	FALSE	1	0	0	0	0
NC_133187.1	45012556	45012626	71	*	14	Distal Intergenic	13	45207918	45345655	137738	1	LOC137496842	XR_012388171.1	-195292	gene-LOC137496842	0.0416945	-3.08280955871628	FALSE	0	0	0	0	0
NC_133187.1	45014800	45014872	73	*	14	Distal Intergenic	13	45207918	45345655	137738	1	LOC137496842	XR_012388171.1	-193046	gene-LOC137496842	0.0416945	-3.08280955871628	FALSE	1	0	0	0	0
NC_133187.1	45190932	45191170	239	*	34	Distal Intergenic	13	45207918	45345655	137738	1	LOC137496842	XR_012388171.1	-16748	gene-LOC137496842	0.0416945	-3.08280955871628	FALSE	0	0	0	0	0
NC_133187.1	50550971	50551076	106	*	28	Intron (XM_073918964.1/LOC137496858, intron 2 of 3)	13	50523456	50561673	38218	1	LOC137496858	XM_073918964.1	27515	gene-LOC137496858	0.009601	-Inf	FALSE	0	0	0	0	0
NC_133187.1	50552012	50552075	64	*	16	Intron (XM_073918964.1/LOC137496858, intron 2 of 3)	13	50523456	50561673	38218	1	LOC137496858	XM_073918964.1	28556	gene-LOC137496858	0.009601	-Inf	FALSE	0	0	0	0	0
NC_133188.1	5282100	5282164	65	*	16	Intron (XR_012388410.1/meis1b, intron 7 of 8)	14	4975582	5581040	605459	2	meis1b	XR_012388410.1	298876	gene-meis1b	94.456154	1.53633863596375	TRUE	0	1	0	0	0
NC_133188.1	5519837	5519879	43	*	14	Intron (XR_012389112.1/LOC141377105, intron 2 of 2)	14	5499910	5571091	71182	1	LOC141377105	XR_012389112.1	19927	gene-LOC141377105	0.0059425	-3.94060427162242	FALSE	1	0	0	0	0
NC_133188.1	5545598	5545641	44	*	16	Intron (XR_012389112.1/LOC141377105, intron 2 of 2)	14	5499910	5571091	71182	1	LOC141377105	XR_012389112.1	45688	gene-LOC141377105	0.0059425	-3.94060427162242	FALSE	0	0	0	0	0
NC_133188.1	6892428	6892559	132	*	16	Distal Intergenic	14	6941917	7161033	219117	1	LOC101885457	XM_073920566.1	-49358	gene-LOC101885457	0.0396635	-3.35855041711905	FALSE	0	0	0	0	0
NC_133188.1	7947983	7948120	138	*	30	Intron (XM_073920581.1/gbf1, intron 6 of 43)	14	7884068	8098087	214020	1	gbf1	XM_073920581.1	63915	gene-gbf1	3.7318715	-0.447946251813857	TRUE	1	1	0	0	1
NC_133188.1	7982036	7982094	59	*	16	Intron (XM_073920581.1/gbf1, intron 6 of 43)	14	7884068	8098087	214020	1	gbf1	XM_073920581.1	97968	gene-gbf1	3.7318715	-0.447946251813857	TRUE	0	1	0	0	0
NC_133188.1	9295746	9295818	73	*	18	Distal Intergenic	14	9275443	9281677	6235	1	thada	NM_001013483.1	20303	gene-thada	2.0108525	-0.808435473308231	TRUE	0	1	0	0	0
NC_133188.1	10701864	10701969	106	*	18	Intron (XM_073919280.1/six3a, intron 7 of 8)	14	10688997	10777863	88867	2	six3a	XM_073919280.1	75894	gene-six3a	9.416774	0.181399709881183	TRUE	1	1	0	0	0
NC_133188.1	10770719	10770817	99	*	17	Intron (XM_073919280.1/six3a, intron 3 of 8)	14	10688997	10777863	88867	2	six3a	XM_073919280.1	7046	gene-six3a	9.416774	0.181399709881183	TRUE	1	1	0	0	0
NC_133188.1	14591880	14591982	103	*	26	Distal Intergenic	14	14688428	14692689	4262	1	LOC141377158	XR_012389217.1	-96446	gene-LOC141377158	0	-Inf	FALSE	0	0	0	0	0
NC_133188.1	15340020	15340047	28	*	13	Distal Intergenic	14	15306111	15319945	13835	2	cdc25b	NM_001115095.2	-20075	gene-cdc25b	37.77873	0.966330132299535	TRUE	0	1	0	0	0
NC_133188.1	18749587	18749642	56	*	23	Intron (XR_012388641.1/kcnma1a, intron 9 of 24)	14	18504202	18848720	344519	1	kcnma1a	XR_012388641.1	245385	gene-kcnma1a	2.4564275	-0.72387185253999	TRUE	1	1	0	0	0
NC_133188.1	18977085	18977161	77	*	17	Intron (XM_073919573.1/lrmda, intron 5 of 7)	14	18851807	19449689	597883	2	lrmda	XM_073919573.1	472528	gene-lrmda	1.483606	-1.05475169576161	TRUE	1	1	0	0	0
NC_133188.1	19136637	19136732	96	*	29	Intron (XM_073919573.1/lrmda, intron 2 of 7)	14	18851807	19449689	597883	2	lrmda	XM_073919573.1	312957	gene-lrmda	1.483606	-1.05475169576161	TRUE	0	1	0	0	0
NC_133188.1	19210406	19210442	37	*	16	Intron (XM_073919573.1/lrmda, intron 2 of 7)	14	18851807	19449689	597883	2	lrmda	XM_073919573.1	239247	gene-lrmda	1.483606	-1.05475169576161	TRUE	0	1	0	0	0
NC_133188.1	19505672	19505737	66	*	15	Distal Intergenic	14	19453757	19456335	2579	1	znf503	NM_198840.3	51915	gene-znf503	49.603454	1.1614503933311	TRUE	1	1	0	0	0
NC_133188.1	19555146	19555210	65	*	15	Distal Intergenic	14	19453757	19456335	2579	1	znf503	NM_198840.3	101389	gene-znf503	49.603454	1.1614503933311	TRUE	0	1	0	0	0
NC_133188.1	22822055	22822114	60	*	19	Distal Intergenic	14	22722817	22759124	36308	2	rab11fip2	XM_009307270.5	-62931	gene-rab11fip2	1.5902775	-0.974340726456327	TRUE	0	1	0	0	0
NC_133188.1	22860364	22860493	130	*	25	Distal Intergenic	14	22879825	22912720	32896	2	fam204a	NM_001002536.1	52227	gene-fam204a	17.8461965	0.476407833038562	TRUE	1	1	0	0	0
NC_133188.1	29234888	29235030	143	*	21	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	280533	gene-pdlim1	55.68991	1.2368743953561	TRUE	1	1	0	0	0
NC_133188.1	29500901	29500976	76	*	14	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	14587	gene-pdlim1	55.68991	1.2368743953561	TRUE	1	1	0	0	0
NC_133188.1	31925435	31925617	183	*	35	Intron (NM_131521.2/fbxw4, intron 5 of 8)	14	31899357	31948081	48725	1	fbxw4	NM_131521.2	26078	gene-fbxw4	10.0941835	0.184561892975536	TRUE	1	1	0	0	0
NC_133188.1	33080035	33080126	92	*	16	Intron (XM_073919506.1/cdhr1a, intron 1 of 23)	14	32869920	33091079	221160	2	cdhr1a	XM_073919506.1	10953	gene-cdhr1a	0.174782	-2.42145032410884	TRUE	1	1	0	0	0
NC_133188.1	33118939	33118967	29	*	14	Distal Intergenic	14	32869920	33091079	221160	2	cdhr1a	XM_073919516.1	-27860	gene-cdhr1a	0.174782	-2.42145032410884	TRUE	0	1	0	0	0
NC_133188.1	33139696	33139790	95	*	21	Distal Intergenic	14	33160598	33194013	33416	1	pax2a	XM_005156744.5	-20808	gene-pax2a	12.6003185	0.297508672691488	TRUE	0	1	0	0	0
NC_133188.1	33197258	33197320	63	*	20	Distal Intergenic	14	33161072	33194013	32942	1	pax2a	XM_073919244.1	36186	gene-pax2a	12.6003185	0.297508672691488	TRUE	1	1	0	0	0
NC_133188.1	33222578	33222645	68	*	26	Distal Intergenic	14	33281973	33286828	4856	1	LOC141377198	XR_012389339.1	-59328	gene-LOC141377198	0.061572	-2.86022216390206	TRUE	0	1	0	0	0
NC_133188.1	33248241	33248313	73	*	21	Distal Intergenic	14	33281973	33286828	4856	1	LOC141377198	XR_012389339.1	-33660	gene-LOC141377198	0.061572	-2.86022216390206	TRUE	1	1	0	0	0
NC_133188.1	35011202	35011357	156	*	28	Intron (XM_068212822.2/six6a, intron 1 of 2)	14	34990481	35013830	23350	1	six6a	XM_068212822.2	20721	gene-six6a	2.3675495	-0.762779889032351	TRUE	1	1	0	0	0
NC_133188.1	41122925	41122992	68	*	20	Promoter (<=1kb)	14	41120283	41123458	3176	2	ifi27.8	NM_001256713.1	466	gene-ifi27.8	10.9097705	0.261331207610891	TRUE	0	1	0	0	0
NC_133188.1	44281557	44281627	71	*	19	Intron (XM_068212824.2/nkx1.2la, intron 3 of 5)	14	44276186	44295598	19413	1	nkx1.2la	XM_068212824.2	5371	gene-nkx1.2la	1.121947	-1.13286867584355	TRUE	1	1	0	0	0
NC_133188.1	55992936	55992967	32	*	14	Intron (XM_073920398.1/inpp5a, intron 4 of 15)	14	55883766	56095545	211780	2	inpp5a	XM_073920398.1	102578	gene-inpp5a	3.418347	-0.616779326184138	TRUE	1	1	0	0	0
NC_133189.1	2442251	2442717	467	*	91	Intron (NM_001024189.1/pcdh2g17, intron 1 of 3)	15	2384248	2608200	223953	2	pcdh2g1	NM_001024174.1	165483	gene-pcdh2g1	0.9609525	-1.06723712663118	TRUE	0	1	0	0	0
NC_133189.1	2473931	2474471	541	*	106	Intron (NM_001024189.1/pcdh2g17, intron 1 of 3)	15	2384248	2608200	223953	2	pcdh2g1	NM_001024174.1	133729	gene-pcdh2g1	0.9609525	-1.06723712663118	TRUE	0	1	0	0	0
NC_133189.1	2478293	2478762	470	*	106	Intron (NM_001024189.1/pcdh2g17, intron 1 of 3)	15	2384248	2608200	223953	2	pcdh2g1	NM_001024174.1	129438	gene-pcdh2g1	0.9609525	-1.06723712663118	TRUE	0	1	0	0	0
NC_133189.1	2490083	2490438	356	*	99	Intron (NM_001024189.1/pcdh2g17, intron 1 of 3)	15	2384248	2608200	223953	2	pcdh2g1	NM_001024174.1	117762	gene-pcdh2g1	0.9609525	-1.06723712663118	TRUE	0	1	0	0	0
NC_133189.1	2493416	2493460	45	*	14	Intron (NM_001024189.1/pcdh2g17, intron 1 of 3)	15	2384248	2608200	223953	2	pcdh2g1	NM_001024174.1	114740	gene-pcdh2g1	0.9609525	-1.06723712663118	TRUE	0	1	0	0	0
NC_133189.1	2544056	2544163	108	*	19	Intron (NM_001024182.1/pcdh2g9, intron 1 of 3)	15	2384248	2608200	223953	2	pcdh2g1	NM_001024174.1	64037	gene-pcdh2g1	0.9609525	-1.06723712663118	TRUE	0	1	0	0	0
NC_133189.1	2544810	2544856	47	*	14	Intron (NM_001024182.1/pcdh2g9, intron 1 of 3)	15	2384248	2608200	223953	2	pcdh2g1	NM_001024174.1	63344	gene-pcdh2g1	0.9609525	-1.06723712663118	TRUE	0	1	0	0	0
NC_133189.1	2553163	2553209	47	*	14	Intron (NM_001024182.1/pcdh2g9, intron 1 of 3)	15	2384248	2608200	223953	2	pcdh2g1	NM_001024174.1	54991	gene-pcdh2g1	0.9609525	-1.06723712663118	TRUE	0	1	0	0	0
NC_133189.1	2593720	2594070	351	*	31	Intron (NM_001024175.1/pcdh2g2, intron 1 of 6)	15	2384248	2608200	223953	2	pcdh2g1	NM_001024174.1	14130	gene-pcdh2g1	0.9609525	-1.06723712663118	TRUE	0	1	0	0	0
NC_133189.1	2594545	2594591	47	*	14	Intron (NM_001024175.1/pcdh2g2, intron 1 of 6)	15	2384248	2608200	223953	2	pcdh2g1	NM_001024174.1	13609	gene-pcdh2g1	0.9609525	-1.06723712663118	TRUE	0	1	0	0	0
NC_133189.1	2601835	2602185	351	*	32	Intron (NM_001024175.1/pcdh2g2, intron 1 of 6)	15	2384248	2608200	223953	2	pcdh2g1	NM_001024174.1	6015	gene-pcdh2g1	0.9609525	-1.06723712663118	TRUE	0	1	0	0	0
NC_133189.1	2602660	2602706	47	*	16	Intron (NM_001024175.1/pcdh2g2, intron 1 of 6)	15	2384248	2608200	223953	2	pcdh2g1	NM_001024174.1	5494	gene-pcdh2g1	0.9609525	-1.06723712663118	TRUE	0	1	0	0	0
NC_133189.1	2614302	2614471	170	*	31	Distal Intergenic	15	2384248	2608200	223953	2	pcdh2g1	NM_001024174.1	-6102	gene-pcdh2g1	0.9609525	-1.06723712663118	TRUE	0	1	0	0	0
NC_133189.1	2710902	2711229	328	*	45	Intron (NM_001008483.2/pcdh2ab5, intron 1 of 3)	15	2633786	2835822	202037	2	pcdh2aa1	NM_001009585.2	124593	gene-pcdh2aa1	0.111091	-2.82072706103349	TRUE	0	1	0	0	0
NC_133189.1	2776382	2776589	208	*	33	Intron (NM_001009586.2/pcdh2aa15, intron 1 of 4)	15	2633786	2835822	202037	2	pcdh2aa1	NM_001009585.2	59233	gene-pcdh2aa1	0.111091	-2.82072706103349	TRUE	0	1	0	0	0
NC_133189.1	2776794	2777039	246	*	29	Intron (NM_001009586.2/pcdh2aa15, intron 1 of 4)	15	2633786	2835822	202037	2	pcdh2aa1	NM_001009585.2	58783	gene-pcdh2aa1	0.111091	-2.82072706103349	TRUE	0	1	0	0	0
NC_133189.1	2841378	2841439	62	*	14	Distal Intergenic	15	2633786	2835822	202037	2	pcdh2aa1	NM_001009585.2	-5556	gene-pcdh2aa1	0.111091	-2.82072706103349	TRUE	0	1	0	0	0
NC_133189.1	17217674	17217826	153	*	18	Intron (XR_012389663.1/LOC101882685, intron 7 of 7)	15	17101204	17497349	396146	2	LOC101882685	XR_012389663.1	279523	gene-LOC101882685	1.4129535	-0.94964076229776	TRUE	1	1	0	0	0
NC_133189.1	17243892	17243962	71	*	23	Intron (XR_012389663.1/LOC101882685, intron 7 of 7)	15	17101204	17497349	396146	2	LOC101882685	XR_012389663.1	253387	gene-LOC101882685	1.4129535	-0.94964076229776	TRUE	1	1	0	0	0
NC_133189.1	17270556	17270726	171	*	27	Intron (XR_012389663.1/LOC101882685, intron 7 of 7)	15	17101204	17497349	396146	2	LOC101882685	XR_012389663.1	226623	gene-LOC101882685	1.4129535	-0.94964076229776	TRUE	1	1	0	0	0
NC_133189.1	24690010	24690119	110	*	17	Intron (XM_002664383.7/aff2, intron 1 of 20)	15	24587871	24996684	408814	1	aff2	XM_002664383.7	102139	gene-aff2	0.405184	-1.917498726329	TRUE	0	1	0	0	0
NC_133189.1	28914813	28914914	102	*	17	Intron (NM_131736.3/slit3, intron 4 of 35)	15	28763173	29035681	272509	2	slit3	NM_131736.3	120767	gene-slit3	16.206876	0.469960807961217	TRUE	0	1	0	0	0
NC_133189.1	35452259	35452293	35	*	14	Promoter (1-2kb)	15	35426530	35453734	27205	2	sesn4	XM_009291172.5	1441	gene-sesn4	4.9933615	-0.280929497643148	TRUE	1	1	0	0	0
NC_133189.1	35783319	35783359	41	*	15	Intron (XR_012389405.1/gpc3, intron 5 of 8)	15	35679481	35975812	296332	2	gpc3	XR_012389405.1	192453	gene-gpc3	0.5872225	-1.54944147425447	TRUE	0	1	0	0	0
NC_133189.1	44990324	44990429	106	*	16	Promoter (<=1kb)	15	44902791	44990301	87511	2	pcdh19	XM_009291121.5	-23	gene-pcdh19	15.8756705	0.44241692170501	TRUE	1	1	0	0	0
NC_133189.1	52387813	52387891	79	*	21	Distal Intergenic	15	52374378	52378723	4346	1	LOC141377627	XR_012390060.1	13435	gene-LOC141377627	0.008106	-4.16341865609301	FALSE	0	0	0	0	0
NC_133190.1	350583	350620	38	*	21	Promoter (<=1kb)	16	294712	350391	55680	2	elna	NM_001080063.2	-192	gene-elna	0.1919585	-2.15137245256602	TRUE	1	1	0	0	1
NC_133190.1	2168815	2168867	53	*	23	Distal Intergenic	16	2189813	2199459	9647	1	LOC141377986	XR_012391223.1	-20946	gene-LOC141377986	0	-Inf	FALSE	1	0	0	0	0
NC_133190.1	11224381	11224523	143	*	32	Distal Intergenic	16	11201600	11207987	6388	2	LOC141377775	XR_012390641.1	-16394	gene-LOC141377775	0.003031	-4.35233023955806	FALSE	0	0	0	0	1
