cne_chr	cne_start	cne_end	cne_phastcons	atac_chr	atac_start	atac_end	atac_peak_name	atac_score
NC_133193.1	53078010	53078142	29	NC_133193.1	53077522	53079019	Interval_175757	0
NC_133193.1	53078594	53078650	15	NC_133193.1	53077522	53079019	Interval_175757	0
NC_133193.1	53169226	53169335	15	NC_133193.1	53167245	53169281	Interval_175784	0
NC_133193.1	54025720	54025792	15	NC_133193.1	54025083	54026011	Interval_175999	0
NC_133193.1	54115296	54115375	20	NC_133193.1	54115065	54115429	Interval_176020	0
NC_133188.1	403546	404015	34	NC_133188.1	403077	404199	Interval_119809	0
NC_133188.1	404100	404270	31	NC_133188.1	403077	404199	Interval_119809	0
NC_133188.1	411426	411553	18	NC_133188.1	411494	411690	Interval_119811	0
NC_133188.1	890545	890591	15	NC_133188.1	890436	891793	Interval_119891	0
NC_133188.1	1150957	1151054	19	NC_133188.1	1150719	1151109	Interval_119932	0
NC_133188.1	1202597	1202657	15	NC_133188.1	1202364	1203107	Interval_119947	0
NC_133188.1	1239460	1239528	21	NC_133188.1	1238603	1239736	Interval_119955	0
NC_133188.1	1561355	1561418	16	NC_133188.1	1561087	1561447	Interval_120035	0
NC_133188.1	1584892	1585018	17	NC_133188.1	1584710	1585025	Interval_120039	0
NC_133188.1	1589820	1589984	23	NC_133188.1	1589386	1590381	Interval_120040	0
NC_133188.1	1597403	1597475	20	NC_133188.1	1596464	1598398	Interval_120043	0
NC_133188.1	2221159	2221250	15	NC_133188.1	2220826	2221745	Interval_120196	0
NC_133188.1	2382182	2382355	23	NC_133188.1	2382129	2382446	Interval_120226	0
NC_133188.1	2391026	2391177	23	NC_133188.1	2391126	2391647	Interval_120231	0
NC_133188.1	2396665	2396768	21	NC_133188.1	2396723	2397306	Interval_120233	0
NC_133188.1	2397212	2397396	30	NC_133188.1	2396723	2397306	Interval_120233	0
NC_133188.1	2406806	2406909	17	NC_133188.1	2406018	2406855	Interval_120236	0
NC_133188.1	2639668	2639784	15	NC_133188.1	2639734	2640226	Interval_120281	0
NC_133188.1	2660959	2661105	27	NC_133188.1	2661080	2661322	Interval_120283	0
NC_133188.1	2722616	2722689	19	NC_133188.1	2722095	2722731	Interval_120290	0
NC_133188.1	3887118	3887189	16	NC_133188.1	3886483	3887344	Interval_120511	0
NC_133188.1	3894736	3894825	18	NC_133188.1	3894670	3894944	Interval_120512	0
NC_133188.1	5132793	5133140	32	NC_133188.1	5132932	5133340	Interval_120677	0
NC_133188.1	5302053	5302104	14	NC_133188.1	5301849	5302742	Interval_120708	0
NC_133188.1	5488464	5488586	20	NC_133188.1	5487624	5488661	Interval_120745	0
NC_133188.1	5519836	5519879	14	NC_133188.1	5517576	5520060	Interval_120753	0
NC_133188.1	6391353	6391406	17	NC_133188.1	6391321	6391534	Interval_120905	0
NC_133188.1	7352971	7353051	15	NC_133188.1	7353018	7353534	Interval_121082	0
NC_133188.1	7947982	7948120	30	NC_133188.1	7947892	7948288	Interval_121167	0
NC_133188.1	10770591	10770691	27	NC_133188.1	10770285	10770816	Interval_121494	0
NC_133188.1	10770718	10770817	16	NC_133188.1	10770285	10770816	Interval_121494	0
NC_133188.1	11249672	11249804	24	NC_133188.1	11249681	11249923	Interval_121560	0
NC_133188.1	11434997	11435062	15	NC_133188.1	11434698	11435030	Interval_121575	0
NC_133188.1	11916498	11916632	18	NC_133188.1	11916317	11916572	Interval_121651	0
NC_133188.1	13634805	13634953	36	NC_133188.1	13634664	13635090	Interval_121839	0
NC_133188.1	14385549	14385727	26	NC_133188.1	14384794	14386728	Interval_121964	0
NC_133188.1	15541507	15541631	17	NC_133188.1	15540989	15542279	Interval_122179	0
NC_133188.1	18131568	18131722	16	NC_133188.1	18131372	18132438	Interval_122355	0
NC_133188.1	18977084	18977161	16	NC_133188.1	18976879	18977864	Interval_122463	0
NC_133188.1	19399109	19399227	18	NC_133188.1	19398685	19399588	Interval_122548	0
NC_133188.1	19402777	19403043	44	NC_133188.1	19402380	19403126	Interval_122549	0
NC_133188.1	19433716	19433754	16	NC_133188.1	19432923	19434559	Interval_122555	0
NC_133188.1	19539492	19539543	14	NC_133188.1	19539525	19540573	Interval_122574	0
NC_133188.1	19539674	19539773	20	NC_133188.1	19539525	19540573	Interval_122574	0
NC_133188.1	19700555	19700625	15	NC_133188.1	19700238	19700558	Interval_122595	0
NC_133188.1	20264173	20264357	21	NC_133188.1	20262891	20264618	Interval_122649	0
NC_133188.1	20765682	20765765	18	NC_133188.1	20765761	20766415	Interval_122725	0
NC_133188.1	22636816	22637151	123	NC_133188.1	22636435	22637016	Interval_122887	0
NC_133188.1	23526603	23526693	15	NC_133188.1	23526492	23527042	Interval_123050	0
NC_133188.1	23535135	23535328	19	NC_133188.1	23534985	23535259	Interval_123052	0
NC_133188.1	25225875	25226047	18	NC_133188.1	25225260	25225892	Interval_123323	0
NC_133188.1	25586270	25586442	25	NC_133188.1	25586302	25586529	Interval_123374	0
NC_133188.1	25680750	25680902	23	NC_133188.1	25680830	25681116	Interval_123389	0
NC_133188.1	25681002	25681128	19	NC_133188.1	25680830	25681116	Interval_123389	0
NC_133188.1	26140567	26140791	19	NC_133188.1	26140592	26141044	Interval_123444	0
NC_133188.1	26165514	26165586	16	NC_133188.1	26164990	26166325	Interval_123445	0
NC_133188.1	26200526	26200653	19	NC_133188.1	26199383	26200659	Interval_123450	0
NC_133188.1	26850428	26850583	28	NC_133188.1	26849522	26851712	Interval_123511	0
NC_133188.1	26892992	26893050	17	NC_133188.1	26892840	26893016	Interval_123516	0
NC_133188.1	26897278	26897334	16	NC_133188.1	26897153	26897332	Interval_123517	0
NC_133188.1	27920534	27920653	20	NC_133188.1	27920270	27920758	Interval_123614	0
NC_133188.1	28087565	28087718	17	NC_133188.1	28087508	28089011	Interval_123623	0
NC_133188.1	28199174	28199290	18	NC_133188.1	28199090	28199778	Interval_123642	0
NC_133188.1	29201240	29201332	16	NC_133188.1	29200991	29202445	Interval_123751	0
NC_133188.1	29234887	29235030	19	NC_133188.1	29234929	29235236	Interval_123759	0
NC_133188.1	29399760	29399906	36	NC_133188.1	29399577	29400035	Interval_123793	0
NC_133188.1	30041871	30041913	15	NC_133188.1	30041697	30041985	Interval_123877	0
NC_133188.1	31406194	31406271	15	NC_133188.1	31406178	31407183	Interval_124054	0
NC_133188.1	32063479	32063655	21	NC_133188.1	32061076	32063756	Interval_124160	0
NC_133188.1	32584215	32584346	31	NC_133188.1	32584321	32584740	Interval_124234	0
NC_133188.1	33177658	33178354	40	NC_133188.1	33176672	33177725	Interval_124290	0
NC_133188.1	34556560	34556689	23	NC_133188.1	34556591	34556846	Interval_124477	0
NC_133188.1	35011201	35011357	26	NC_133188.1	35011130	35011986	Interval_124544	0
NC_133188.1	35251537	35251854	46	NC_133188.1	35251395	35251663	Interval_124593	0
NC_133188.1	36627267	36627353	25	NC_133188.1	36627240	36627641	Interval_124794	0
NC_133188.1	38212240	38212276	14	NC_133188.1	38211758	38212354	Interval_125026	0
NC_133188.1	38311478	38311639	25	NC_133188.1	38311351	38311862	Interval_125044	0
NC_133188.1	38798657	38798758	15	NC_133188.1	38798322	38799147	Interval_125126	0
NC_133188.1	39529891	39530008	25	NC_133188.1	39529993	39530419	Interval_125219	0
NC_133188.1	39530191	39530450	61	NC_133188.1	39529993	39530419	Interval_125219	0
NC_133188.1	39649756	39649911	31	NC_133188.1	39649787	39650710	Interval_125236	0
NC_133188.1	39932314	39932376	14	NC_133188.1	39932274	39932513	Interval_125263	0
NC_133188.1	40061755	40061842	18	NC_133188.1	40061442	40062346	Interval_125281	0
NC_133188.1	40106766	40106909	18	NC_133188.1	40105246	40106952	Interval_125287	0
NC_133188.1	40241343	40241452	18	NC_133188.1	40241285	40241620	Interval_125302	0
NC_133188.1	40258364	40258528	26	NC_133188.1	40258373	40258851	Interval_125303	0
NC_133188.1	40269833	40269965	24	NC_133188.1	40269807	40270075	Interval_125305	0
NC_133188.1	40589077	40589184	19	NC_133188.1	40589042	40589497	Interval_125353	0
NC_133188.1	41775539	41775594	16	NC_133188.1	41774152	41776498	Interval_125555	0
NC_133188.1	41967023	41967092	17	NC_133188.1	41966704	41967424	Interval_125585	0
NC_133188.1	42855584	42855658	15	NC_133188.1	42854995	42855668	Interval_125737	0
NC_133188.1	43043629	43043721	16	NC_133188.1	43043093	43044012	Interval_125758	0
NC_133188.1	44015629	44015661	14	NC_133188.1	44014292	44017135	Interval_125966	0
NC_133188.1	45539918	45540010	23	NC_133188.1	45539055	45541019	Interval_126319	0
NC_133188.1	45822403	45822618	23	NC_133188.1	45822344	45822622	Interval_126380	0
NC_133188.1	45987585	45987659	18	NC_133188.1	45986756	45987839	Interval_126404	0
NC_133188.1	46046056	46046175	26	NC_133188.1	46045999	46046190	Interval_126416	0
NC_133188.1	46776123	46776203	15	NC_133188.1	46775405	46776395	Interval_126571	0
NC_133188.1	46788946	46789091	18	NC_133188.1	46788888	46789119	Interval_126575	0
NC_133188.1	46808617	46808658	18	NC_133188.1	46808295	46809095	Interval_126580	0
NC_133188.1	47948894	47949020	21	NC_133188.1	47948091	47948931	Interval_126874	0
NC_133188.1	48368535	48368649	17	NC_133188.1	48368594	48369273	Interval_126981	0
NC_133188.1	49957222	49957341	17	NC_133188.1	49957241	49957718	Interval_127316	0
NC_133188.1	50803618	50803728	18	NC_133188.1	50803679	50804213	Interval_127450	0
NC_133188.1	50814014	50814090	15	NC_133188.1	50813923	50814323	Interval_127451	0
NC_133188.1	51529020	51529178	28	NC_133188.1	51528531	51529684	Interval_127568	0
NC_133188.1	51842145	51842228	19	NC_133188.1	51841859	51842192	Interval_127640	0
NC_133188.1	52272579	52272620	15	NC_133188.1	52272506	52272854	Interval_127745	0
NC_133188.1	52634144	52634257	23	NC_133188.1	52633777	52634294	Interval_127830	0
NC_133188.1	52652947	52653096	17	NC_133188.1	52652988	52653219	Interval_127836	0
NC_133188.1	52766997	52767089	15	NC_133188.1	52766988	52767709	Interval_127864	0
NC_133188.1	52976901	52977225	50	NC_133188.1	52976889	52977237	Interval_127915	0
NC_133188.1	53708243	53708466	29	NC_133188.1	53707884	53708314	Interval_128078	0
NC_133188.1	53726685	53726869	30	NC_133188.1	53726693	53727301	Interval_128083	0
NC_133188.1	53746904	53747090	33	NC_133188.1	53746769	53747969	Interval_128090	0
NC_133188.1	53784195	53784238	15	NC_133188.1	53783716	53785356	Interval_128098	0
NC_133188.1	53809390	53809534	16	NC_133188.1	53809293	53809512	Interval_128104	0
NC_133188.1	53811735	53811857	18	NC_133188.1	53810590	53811858	Interval_128105	0
NC_133188.1	55153630	55153854	18	NC_133188.1	55152853	55154695	Interval_128404	0
NC_133188.1	55990144	55990270	28	NC_133188.1	55990061	55991292	Interval_128640	0
NC_133188.1	55992935	55992967	14	NC_133188.1	55992805	55993903	Interval_128641	0
NC_133188.1	56445192	56445313	23	NC_133188.1	56445196	56445457	Interval_128762	0
NC_133188.1	56474081	56474145	15	NC_133188.1	56473348	56475441	Interval_128770	0
NC_133189.1	35235	35291	15	NC_133189.1	35090	38267	Interval_128809	0
NC_133189.1	590410	590478	14	NC_133189.1	589796	591231	Interval_128924	0
NC_133189.1	1999930	2000015	16	NC_133189.1	1998003	2000245	Interval_129179	0
NC_133189.1	2554154	2554212	16	NC_133189.1	2554086	2554515	Interval_129304	0
NC_133189.1	2907114	2907828	79	NC_133189.1	2906955	2911309	Interval_129348	0
NC_133189.1	2908748	2908842	15	NC_133189.1	2906955	2911309	Interval_129348	0
NC_133189.1	3066461	3066548	17	NC_133189.1	3066297	3066679	Interval_129382	0
NC_133189.1	4314390	4314473	15	NC_133189.1	4313481	4315693	Interval_129613	0
NC_133189.1	4972636	4972837	34	NC_133189.1	4971582	4972863	Interval_129719	0
NC_133189.1	6421674	6421769	17	NC_133189.1	6421730	6422418	Interval_129996	0
NC_133189.1	11297432	11297482	14	NC_133189.1	11296789	11297589	Interval_130683	0
NC_133189.1	11820581	11820647	19	NC_133189.1	11818982	11821801	Interval_130762	0
NC_133189.1	12660873	12660907	16	NC_133189.1	12660889	12661118	Interval_130906	0
NC_133189.1	16655292	16655412	22	NC_133189.1	16654873	16655448	Interval_131384	0
NC_133189.1	16800101	16800282	19	NC_133189.1	16800069	16800278	Interval_131417	0
NC_133189.1	16809672	16809830	21	NC_133189.1	16809484	16810077	Interval_131420	0
NC_133189.1	17156623	17156887	25	NC_133189.1	17156500	17157032	Interval_131480	0
NC_133189.1	17243891	17243962	23	NC_133189.1	17243656	17244077	Interval_131501	0
NC_133189.1	18124426	18124534	24	NC_133189.1	18124397	18124645	Interval_131660	0
NC_133189.1	18663008	18663138	22	NC_133189.1	18662067	18663308	Interval_131727	0
NC_133189.1	18761112	18761250	16	NC_133189.1	18761056	18761749	Interval_131742	0
NC_133189.1	19577629	19577724	25	NC_133189.1	19576870	19578771	Interval_131874	0
NC_133189.1	25654466	25654544	19	NC_133189.1	25653696	25655452	Interval_132522	0
NC_133189.1	26154736	26154806	17	NC_133189.1	26154728	26156647	Interval_132585	0
NC_133189.1	26558254	26558460	42	NC_133189.1	26558209	26559240	Interval_132631	0
NC_133189.1	29717099	29717167	17	NC_133189.1	29716900	29717150	Interval_133107	0
NC_133189.1	30874043	30874122	19	NC_133189.1	30872991	30874392	Interval_133274	0
NC_133189.1	30888818	30888940	16	NC_133189.1	30888826	30889160	Interval_133276	0
NC_133189.1	30996084	30996148	17	NC_133189.1	30995974	30997161	Interval_133299	0
NC_133189.1	30996940	30997007	18	NC_133189.1	30995974	30997161	Interval_133299	0
NC_133189.1	31040383	31040482	20	NC_133189.1	31040343	31041693	Interval_133305	0
NC_133189.1	32004339	32004432	21	NC_133189.1	32004045	32004827	Interval_133443	0
NC_133189.1	32336269	32336375	19	NC_133189.1	32336287	32337088	Interval_133500	0
NC_133189.1	34142815	34142988	25	NC_133189.1	34142395	34143039	Interval_133827	0
NC_133189.1	34195257	34195382	20	NC_133189.1	34195227	34195676	Interval_133843	0
NC_133189.1	34239272	34239308	15	NC_133189.1	34239243	34239955	Interval_133855	0
NC_133189.1	35087293	35087402	19	NC_133189.1	35087088	35088175	Interval_134019	0
NC_133189.1	35087595	35087740	18	NC_133189.1	35087088	35088175	Interval_134019	0
NC_133189.1	35198130	35198237	20	NC_133189.1	35196976	35198173	Interval_134035	0
NC_133189.1	35310610	35310786	26	NC_133189.1	35310168	35310962	Interval_134058	0
NC_133189.1	35438471	35438587	30	NC_133189.1	35438485	35439546	Interval_134082	0
NC_133189.1	35568721	35568818	16	NC_133189.1	35567516	35570175	Interval_134099	0
NC_133189.1	36545052	36545228	16	NC_133189.1	36544514	36545873	Interval_134238	0
NC_133189.1	36619422	36619462	15	NC_133189.1	36619006	36619551	Interval_134256	0
NC_133189.1	37666120	37666278	33	NC_133189.1	37666122	37666565	Interval_134418	0
NC_133189.1	37668221	37668336	21	NC_133189.1	37667814	37668493	Interval_134419	0
NC_133189.1	37677422	37677491	16	NC_133189.1	37676830	37677704	Interval_134420	0
NC_133189.1	37827859	37827976	32	NC_133189.1	37827746	37827972	Interval_134448	0
NC_133189.1	39776359	39776483	24	NC_133189.1	39776032	39776534	Interval_134764	0
NC_133189.1	39833840	39833926	17	NC_133189.1	39833847	39834282	Interval_134778	0
NC_133189.1	39898648	39898771	23	NC_133189.1	39898753	39899015	Interval_134788	0
NC_133189.1	40660660	40660724	14	NC_133189.1	40659995	40660860	Interval_134948	0
NC_133189.1	40678932	40679029	19	NC_133189.1	40678361	40679289	Interval_134954	0
NC_133189.1	40967178	40967417	19	NC_133189.1	40966712	40967490	Interval_135021	0
NC_133189.1	43534315	43534459	22	NC_133189.1	43534402	43534661	Interval_135543	0
NC_133189.1	44904903	44904991	29	NC_133189.1	44904764	44905087	Interval_135811	0
NC_133189.1	48195753	48195889	19	NC_133189.1	48195791	48196033	Interval_136490	0
NC_133189.1	49450626	49450824	26	NC_133189.1	49450662	49451035	Interval_136830	0
NC_133189.1	49878770	49878934	22	NC_133189.1	49878023	49879149	Interval_136925	0
NC_133189.1	50999569	50999615	15	NC_133189.1	50998456	50999765	Interval_137097	0
NC_133189.1	51166985	51167051	18	NC_133189.1	51166515	51167165	Interval_137132	0
NC_133189.1	52462345	52462438	17	NC_133189.1	52462140	52462372	Interval_137456	0
NC_133189.1	52770004	52770212	24	NC_133189.1	52769917	52770444	Interval_137523	0
NC_133189.1	53919177	53919246	15	NC_133189.1	53918846	53919867	Interval_137805	0
NC_133189.1	53977565	53977650	16	NC_133189.1	53977225	53977592	Interval_137810	0
NC_133189.1	54070768	54070877	18	NC_133189.1	54069799	54071267	Interval_137819	0
NC_133189.1	54401196	54401391	22	NC_133189.1	54401198	54403125	Interval_137876	0
NC_133189.1	54763308	54763519	19	NC_133189.1	54763328	54764217	Interval_137955	0
NC_133189.1	55011744	55011837	17	NC_133189.1	55011095	55012101	Interval_138015	0
NC_133189.1	56081475	56081639	17	NC_133189.1	56081373	56082475	Interval_138305	0
NC_133189.1	56327916	56328045	23	NC_133189.1	56327819	56328139	Interval_138352	0
NC_133189.1	56406135	56406195	16	NC_133189.1	56405939	56406565	Interval_138371	0
NC_133189.1	56409702	56409786	18	NC_133189.1	56409659	56409879	Interval_138373	0
NC_133189.1	57937302	57937436	18	NC_133189.1	57937155	57938159	Interval_138792	0
NC_133189.1	58343075	58343157	21	NC_133189.1	58342492	58343272	Interval_138903	0
NC_133189.1	58591874	58591980	17	NC_133189.1	58591086	58594147	Interval_138959	0
NC_133189.1	58663263	58663406	18	NC_133189.1	58662609	58663693	Interval_138974	0
NC_133195.1	800766	800841	19	NC_133195.1	800697	800985	Interval_184754	0
NC_133195.1	1230775	1230863	19	NC_133195.1	1230728	1231068	Interval_184811	0
NC_133195.1	3140065	3140161	16	NC_133195.1	3140076	3140423	Interval_185221	0
NC_133195.1	3154452	3154561	18	NC_133195.1	3154514	3155214	Interval_185224	0
NC_133195.1	3159990	3160091	21	NC_133195.1	3159219	3161208	Interval_185225	0
NC_133195.1	3209315	3209415	16	NC_133195.1	3208350	3209778	Interval_185232	0
NC_133195.1	4166379	4166523	24	NC_133195.1	4165542	4166571	Interval_185380	0
NC_133195.1	4187783	4187863	18	NC_133195.1	4187281	4187948	Interval_185384	0
NC_133195.1	4496404	4496458	14	NC_133195.1	4496340	4497224	Interval_185437	0
NC_133195.1	4972082	4972158	16	NC_133195.1	4972114	4972581	Interval_185526	0
NC_133195.1	7333641	7333706	18	NC_133195.1	7333546	7334167	Interval_185941	0
NC_133195.1	7709199	7709362	27	NC_133195.1	7708685	7709637	Interval_185994	0
NC_133195.1	9406591	9406744	16	NC_133195.1	9406319	9407220	Interval_186272	0
NC_133195.1	10377416	10377523	16	NC_133195.1	10377022	10377569	Interval_186434	0
NC_133195.1	12898796	12899040	19	NC_133195.1	12897964	12898863	Interval_186871	0
NC_133195.1	15523133	15523324	20	NC_133195.1	15523123	15523436	Interval_187149	0
NC_133195.1	15559023	15559292	24	NC_133195.1	15558840	15559893	Interval_187156	0
NC_133195.1	15919859	15919913	17	NC_133195.1	15919437	15920842	Interval_187196	0
NC_133195.1	16070071	16070157	17	NC_133195.1	16069639	16070244	Interval_187225	0
NC_133195.1	16196511	16196580	15	NC_133195.1	16196426	16197100	Interval_187245	0
NC_133195.1	16288952	16289192	29	NC_133195.1	16288878	16289107	Interval_187265	0
NC_133195.1	16780138	16780181	17	NC_133195.1	16778744	16781227	Interval_187363	0
NC_133195.1	17131265	17131351	20	NC_133195.1	17131059	17131358	Interval_187397	0
NC_133195.1	17941350	17941427	17	NC_133195.1	17941417	17941696	Interval_187519	0
NC_133195.1	17941507	17941699	27	NC_133195.1	17941417	17941696	Interval_187519	0
NC_133195.1	21166421	21166505	24	NC_133195.1	21165673	21167063	Interval_187818	0
NC_133195.1	21889802	21889915	17	NC_133195.1	21889400	21890329	Interval_187918	0
NC_133195.1	22884248	22884433	21	NC_133195.1	22884247	22884681	Interval_188029	0
NC_133195.1	23122870	23122976	16	NC_133195.1	23121731	23123015	Interval_188070	0
NC_133195.1	23342966	23343018	14	NC_133195.1	23342418	23343163	Interval_188092	0
NC_133195.1	24172631	24172734	16	NC_133195.1	24172366	24172648	Interval_188203	0
NC_133195.1	24414593	24414711	20	NC_133195.1	24414463	24414977	Interval_188227	0
NC_133195.1	24816480	24816612	20	NC_133195.1	24815336	24816551	Interval_188270	0
NC_133195.1	25223825	25223954	16	NC_133195.1	25223485	25223905	Interval_188331	0
NC_133195.1	25259633	25259726	18	NC_133195.1	25259506	25259912	Interval_188335	0
NC_133195.1	25350788	25350850	14	NC_133195.1	25350257	25351203	Interval_188346	0
NC_133195.1	25778425	25778561	17	NC_133195.1	25778531	25778730	Interval_188386	0
NC_133195.1	26249856	26249948	18	NC_133195.1	26249879	26250100	Interval_188458	0
NC_133195.1	26449040	26449115	14	NC_133195.1	26448806	26449187	Interval_188492	0
NC_133195.1	28066919	28067031	17	NC_133195.1	28066753	28067680	Interval_188759	0
NC_133195.1	29030286	29030372	25	NC_133195.1	29030316	29031118	Interval_188880	0
NC_133195.1	29453066	29453142	16	NC_133195.1	29452857	29453611	Interval_188958	0
NC_133195.1	29479307	29479443	18	NC_133195.1	29479122	29479535	Interval_188964	0
NC_133195.1	29554436	29554562	23	NC_133195.1	29554070	29554439	Interval_188979	0
NC_133195.1	31434408	31434602	20	NC_133195.1	31434577	31435016	Interval_189236	0
NC_133195.1	32080697	32080862	28	NC_133195.1	32080533	32080961	Interval_189321	0
NC_133195.1	34080251	34080488	26	NC_133195.1	34080477	34081249	Interval_189580	0
NC_133195.1	35312013	35312148	21	NC_133195.1	35309798	35312212	Interval_189795	0
NC_133195.1	35374647	35374727	15	NC_133195.1	35374700	35375241	Interval_189809	0
NC_133195.1	35374923	35375022	18	NC_133195.1	35374700	35375241	Interval_189809	0
NC_133195.1	35377086	35377188	16	NC_133195.1	35377145	35377594	Interval_189810	0
NC_133195.1	36345460	36345585	31	NC_133195.1	36344973	36345467	Interval_189971	0
NC_133195.1	37668853	37668933	24	NC_133195.1	37668872	37669095	Interval_190100	0
NC_133195.1	38483344	38483446	15	NC_133195.1	38482604	38483398	Interval_190220	0
NC_133195.1	39719772	39719854	16	NC_133195.1	39719718	39720255	Interval_190367	0
NC_133195.1	39800894	39801064	32	NC_133195.1	39800956	39801441	Interval_190380	0
NC_133195.1	39929594	39929645	16	NC_133195.1	39929491	39929780	Interval_190401	0
NC_133195.1	40035661	40035723	18	NC_133195.1	40035093	40035762	Interval_190416	0
NC_133195.1	40056268	40056364	21	NC_133195.1	40055257	40057180	Interval_190421	0
NC_133195.1	40569092	40569136	15	NC_133195.1	40568650	40570206	Interval_190478	0
NC_133195.1	40936999	40937115	16	NC_133195.1	40936601	40937659	Interval_190535	0
NC_133195.1	42160932	42161041	17	NC_133195.1	42160754	42161302	Interval_190703	0
NC_133195.1	42869272	42869463	31	NC_133195.1	42869099	42869668	Interval_190808	0
NC_133195.1	44937450	44937755	64	NC_133195.1	44937463	44937833	Interval_191235	0
NC_133195.1	45293382	45293591	22	NC_133195.1	45293219	45293908	Interval_191308	0
NC_133195.1	45599425	45599538	15	NC_133195.1	45599229	45599498	Interval_191377	0
NC_133195.1	45769343	45769469	24	NC_133195.1	45768534	45769535	Interval_191415	0
NC_133195.1	46447440	46447511	26	NC_133195.1	46447335	46447532	Interval_191495	0
NC_133195.1	46456090	46456166	16	NC_133195.1	46455929	46456330	Interval_191498	0
NC_133195.1	47078841	47079015	23	NC_133195.1	47078631	47079017	Interval_191597	0
NC_133195.1	47813606	47813743	20	NC_133195.1	47813208	47814080	Interval_191734	0
NC_133195.1	49129089	49129158	17	NC_133195.1	49128956	49129803	Interval_191985	0
NC_133195.1	49879843	49879986	22	NC_133195.1	49879856	49880631	Interval_192122	0
NC_133195.1	49888176	49888250	15	NC_133195.1	49888062	49888529	Interval_192123	0
NC_133195.1	49902275	49902366	18	NC_133195.1	49901954	49902547	Interval_192125	0
NC_133195.1	49908169	49908290	17	NC_133195.1	49907260	49910085	Interval_192126	0
NC_133195.1	51498967	51499074	21	NC_133195.1	51498503	51499235	Interval_192375	0
NC_133195.1	52789684	52789792	16	NC_133195.1	52787524	52790080	Interval_192619	0
NC_133195.1	53408366	53408449	18	NC_133195.1	53408273	53408479	Interval_192767	0
NC_133195.1	54258024	54258072	14	NC_133195.1	54255646	54258228	Interval_192982	0
NC_133195.1	54406404	54406465	17	NC_133195.1	54406341	54406918	Interval_193012	0
NC_133195.1	55710213	55710371	28	NC_133195.1	55709681	55711202	Interval_193275	0
NC_133195.1	57862029	57862213	28	NC_133195.1	57862011	57862647	Interval_193730	0
NC_133190.1	1445560	1445686	28	NC_133190.1	1443126	1445694	Interval_139282	0
NC_133190.1	1555835	1555914	15	NC_133190.1	1555558	1556756	Interval_139300	0
NC_133190.1	1646104	1646199	20	NC_133190.1	1645726	1646131	Interval_139311	0
NC_133190.1	1707154	1707474	29	NC_133190.1	1707192	1707424	Interval_139319	0
NC_133190.1	1943434	1943499	17	NC_133190.1	1943179	1943520	Interval_139356	0
NC_133190.1	1986329	1986400	17	NC_133190.1	1986132	1986774	Interval_139363	0
NC_133190.1	2168814	2168996	25	NC_133190.1	2168718	2169522	Interval_139388	0
NC_133190.1	2327283	2327384	24	NC_133190.1	2327210	2327667	Interval_139417	0
NC_133190.1	2605797	2605849	17	NC_133190.1	2605784	2606339	Interval_139458	0
NC_133190.1	2801354	2801431	16	NC_133190.1	2801009	2802087	Interval_139489	0
NC_133190.1	3239301	3239444	36	NC_133190.1	3239283	3239578	Interval_139564	0
NC_133190.1	4379806	4379896	22	NC_133190.1	4379075	4380766	Interval_139824	0
NC_133190.1	4383401	4383481	15	NC_133190.1	4383315	4383610	Interval_139825	0
NC_133190.1	4757675	4757800	16	NC_133190.1	4757552	4758339	Interval_139898	0
NC_133190.1	4800289	4800398	19	NC_133190.1	4799762	4801243	Interval_139906	0
NC_133190.1	6474650	6474768	18	NC_133190.1	6474596	6474948	Interval_140158	0
NC_133190.1	6882214	6882245	14	NC_133190.1	6882176	6882433	Interval_140222	0
NC_133190.1	7150581	7150911	24	NC_133190.1	7150876	7151269	Interval_140255	0
NC_133190.1	7330420	7330510	20	NC_133190.1	7330302	7330624	Interval_140281	0
NC_133190.1	7433415	7433497	17	NC_133190.1	7433106	7433622	Interval_140297	0
NC_133190.1	9703311	9703435	22	NC_133190.1	9703204	9703587	Interval_140554	0
NC_133190.1	11347146	11347232	17	NC_133190.1	11346837	11347310	Interval_140749	0
NC_133190.1	11382069	11382180	31	NC_133190.1	11382043	11382833	Interval_140755	0
NC_133190.1	11403722	11403849	24	NC_133190.1	11403584	11404207	Interval_140757	0
NC_133190.1	11403931	11403999	14	NC_133190.1	11403584	11404207	Interval_140757	0
NC_133190.1	12056306	12056518	18	NC_133190.1	12055771	12056515	Interval_140855	0
NC_133190.1	12429590	12429725	17	NC_133190.1	12429415	12432218	Interval_140921	0
NC_133190.1	12501767	12501850	17	NC_133190.1	12501458	12501854	Interval_140939	0
NC_133190.1	13724210	13724793	50	NC_133190.1	13724637	13725323	Interval_141015	0
NC_133190.1	13766962	13767048	17	NC_133190.1	13766832	13767188	Interval_141022	0
NC_133190.1	13772211	13772285	16	NC_133190.1	13772132	13772475	Interval_141023	0
NC_133190.1	13865354	13865490	17	NC_133190.1	13865348	13865879	Interval_141042	0
NC_133190.1	13865646	13865715	16	NC_133190.1	13865348	13865879	Interval_141042	0
NC_133190.1	13877119	13877203	18	NC_133190.1	13876715	13877223	Interval_141043	0
NC_133190.1	13887779	13887865	15	NC_133190.1	13887649	13888473	Interval_141045	0
NC_133190.1	14106423	14106500	16	NC_133190.1	14105675	14106441	Interval_141081	0
NC_133190.1	14107446	14107523	17	NC_133190.1	14107458	14107976	Interval_141082	0
