seqnames,start,end,width,strand,phastcons,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,flank_txIds,flank_geneIds,flank_gene_distances
NC_133194.1,38382,38628,247,*,20,Promoter (<=1kb),20,37040,39220,2181,2,gja9b,NM_207093.1,592,NM_207093.1;NM_001040051.1;NM_200533.2;XM_073930632.1,gja9b;mycbp;srsf10b;srsf10b,0;4095;7880;7888
NC_133195.1,40041610,40041647,38,*,19,Intron (XM_009294874.5/ncoa1, intron 11 of 21),21,40066765,40068774,2010,2,ptrhd1,NM_001030275.1,27127,XM_009294874.5;XM_686652.10;XM_021468660.3,ncoa1;ncoa1;ncoa1,0;0;0
NC_133195.1,40569092,40569136,45,*,15,Promoter (<=1kb),21,40568887,40572993,4107,1,gje1a,XM_005160685.5,205,XM_073932434.1;XM_073932435.1;XM_073932436.1;XM_073932437.1;XM_073932438.1;XM_073932439.1;XM_073932440.1;XM_073932441.1;XM_073932442.1;XM_073932443.1;XM_073932444.1;XM_073932446.1;XM_073932447.1;XM_073932448.1;XM_073932449.1;XM_073932450.1;XM_073932451.1;XM_073932452.1;XM_021468416.3;XM_068215436.2;XM_005160685.5;NM_001013546.1,gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a;gje1a,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-605
NC_133195.1,40936999,40937115,117,*,16,Promoter (<=1kb),21,40936942,41022934,85993,1,aig1,XR_012395980.1,57,XM_068215678.2;XM_068215680.2;XM_073933551.1;XM_073933553.1;XM_073933554.1;XM_073933552.1;XM_009294877.5;XR_012395980.1,aig1;aig1;aig1;aig1;aig1;aig1;aig1;aig1,0;0;0;0;0;0;0;0
NC_133195.1,41683608,41683706,99,*,18,Intron (XR_012395998.1/LOC141379398, intron 2 of 3),21,41665575,41693771,28197,2,itpkb,XM_073933555.1,10065,XR_012395998.1;XR_012395996.1;XM_073933555.1;XM_005160841.6;XM_686383.10;XR_012395985.1;XR_012395987.1;XR_012395986.1,LOC141379398;LOC141379398;itpkb;itpkb;itpkb;itpkb;itpkb;itpkb,0;0;0;0;0;0;0;0
NC_133195.1,41885842,41885940,99,*,23,Intron (XM_009294893.4/slc30a2, intron 3 of 8),21,41876075,41890418,14344,2,slc30a2,NM_001045020.1,4478,XR_012396002.1;XM_009294893.4;XM_073932869.1;XM_073932870.1;NM_001045020.1;XR_012395626.1,LOC141379402;slc30a2;slc30a2;slc30a2;slc30a2;slc30a2,0;0;0;0;0;0
NC_133195.1,42082950,42083017,68,*,15,Intron (NM_001308825.1/cad, intron 29 of 42),21,42044143,42067337,23195,2,dnajc5ga,XM_009294887.4,-15613,NM_001308825.1;XM_005160811.5;XM_009294885.4;XM_009294886.4,cad;cad;cad;cad,0;0;0;0
NC_133195.1,42134487,42134890,404,*,21,Intron (XR_012395456.1/ift172, intron 16 of 34),21,42117625,42180939,63315,1,ift172,NM_001002312.1,16862,XR_012395456.1;XM_073932361.1;XM_073932362.1;NM_001002312.1,ift172;ift172;ift172;ift172,0;0;0;0
NC_133195.1,42160932,42161041,110,*,17,Intron (XM_073932361.1/ift172, intron 36 of 48),21,42186055,42186137,83,2,mir124-2,NR_030060.1,25096,XM_073932361.1;XM_073932362.1;NM_001002312.1,ift172;ift172;ift172,0;0;0
NC_133195.1,42538546,42538662,117,*,15,Intron (XM_005160831.6/reps1, intron 19 of 19),21,42543139,42556585,13447,2,clu,NM_200802.2,17923,NM_200802.2;XR_012395628.1;XM_005160831.6;XM_005160832.6;XM_021468478.3;NM_001045056.2,clu;reps1;reps1;reps1;reps1;reps1,17923;33589;0;0;0;0
NC_133195.1,42869272,42869463,192,*,31,Intron (XR_012395470.1/esco2, intron 4 of 4),21,42804068,42865788,61721,2,pex7,NM_001013532.2,-3484,XR_012395470.1;NM_131622.2;XM_073933173.1;XM_073933174.1;XM_073933175.1;XM_073933176.1;XM_073933177.1;XM_073933178.1;XM_073933179.1;XM_073933180.1;XM_073933181.1;XM_073933182.1;XM_073933183.1;XM_073933184.1;XM_073933185.1;XM_073933186.1;XM_073933187.1;XM_073933188.1;XM_073933189.1;XM_073933190.1;XM_073933191.1;XM_073933192.1;XM_073933193.1;XM_073932433.1;XR_012395482.1;XR_012395481.1;NM_001013532.2,esco2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;hey2;pex7;pex7;pex7;pex7,0;10347;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;-4277;-4277;-3484;-3484
NC_133195.1,43063412,43063537,126,*,19,Intron (NM_001082853.1/rnf217, intron 1 of 5),21,43034357,43073417,39061,2,rnf217,NM_001082853.1,9880,NM_001082853.1;XM_068215532.1;XR_012395641.1,rnf217;rnf217;rnf217,0;0;9886
NC_133195.1,44007283,44007405,123,*,26,3' UTR,21,44006780,44012070,5291,2,gja1b,NM_131038.1,4665,NM_131038.1,gja1b,0
NC_133195.1,45293382,45293591,210,*,22,Intron (XM_677843.10/slc35f1, intron 7 of 7),21,45261708,45287274,25567,2,si:dkeyp-114g9.1,XR_012395531.1,-6108,XM_677843.10,slc35f1,0
NC_133195.1,45322776,45322919,144,*,18,Intron (XM_677843.10/slc35f1, intron 7 of 7),21,45261708,45287274,25567,2,si:dkeyp-114g9.1,XR_012395531.1,-35502,XM_677843.10,slc35f1,0
NC_133195.1,45341741,45341906,166,*,17,Intron (XM_677843.10/slc35f1, intron 5 of 7),21,45261708,45287274,25567,2,si:dkeyp-114g9.1,XR_012395531.1,-54467,XM_677843.10,slc35f1,0
NC_133195.1,45599425,45599538,114,*,15,Intron (XM_017352525.4/dcbld1, intron 13 of 14),21,45585579,45588748,3170,2,LOC137488685,XR_012396032.1,-10677,XM_017352525.4;XR_012395676.1;XR_012395677.1;XR_012395678.1;XR_012395679.1;XR_012395680.1;XR_012395681.1;NM_001039977.2;XR_012395682.1,dcbld1;dcbld1;dcbld1;dcbld1;dcbld1;dcbld1;dcbld1;dcbld1;dcbld1,0;0;0;0;0;0;0;0;76073
NC_133195.1,45769343,45769469,127,*,24,Intron (XR_012396040.1/LOC137488687, intron 4 of 8),21,45727474,45736675,9202,2,vgll2a,XM_068215456.2,-32668,XR_012396040.1;XR_012396039.1;XR_012396041.1;XR_011007851.2;XR_012396034.1;XR_012396037.1;XR_012396038.1;XR_012396033.1;XR_012396035.1;XR_012396036.1,LOC137488687;LOC137488687;LOC137488687;LOC137488687;LOC137488687;LOC137488687;LOC137488687;LOC137488687;LOC137488687;LOC137488687,0;0;0;0;0;0;0;0;0;0
NC_133195.1,46224089,46224229,141,*,25,Intron (NM_001423782.1/efr3bb, intron 4 of 23),21,46205474,46266171,60698,1,efr3bb,XM_005170202.6,18615,NM_001423782.1;XM_068215484.2;XM_005170202.6,efr3bb;efr3bb;efr3bb,0;0;0
NC_133195.1,46260163,46260270,108,*,28,Intron (NM_001423782.1/efr3bb, intron 21 of 23),21,46275096,46277435,2340,1,LOC141379442,XR_012396055.1,-14826,NM_001423782.1;XM_068215484.2;XM_005170202.6,efr3bb;efr3bb;efr3bb,0;0;0
NC_133195.1,46443535,46443647,113,*,24,Intron (XM_021468679.3/afdna, intron 31 of 34),21,46417866,46422812,4947,1,dusp23a,NM_001039620.1,25669,XM_021468679.3;XM_021468681.3;XM_021468682.3;XM_021468683.3;XM_021468684.3;XM_021468685.3;XM_021468686.3;XM_021468687.3;XM_021468688.3;XM_021468689.3;XM_021468690.3;XM_021468691.3;XM_021468693.3;XM_021468694.3;XM_068215695.2;XM_068215696.2;XM_068215697.2;XM_073933609.1;XM_073933610.1;XM_073933611.1;XM_073933612.1;XM_073933613.1;XM_073933614.1;XM_073933615.1;XM_073933616.1;XM_073933617.1;XM_073933621.1;XM_073933622.1;XM_073933623.1;XM_073933624.1;XM_073933625.1;XM_073933630.1;XM_073933631.1;XM_073933632.1;XM_073933633.1;XM_073933634.1;XM_073933635.1;XM_073933636.1;XM_073933637.1;XM_021468678.3;XM_021468680.3;XM_021468695.3;XM_073933626.1;XM_073933627.1;XM_073933628.1;XM_073933629.1;XM_073933618.1;XM_073933619.1;XM_073933620.1,afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133195.1,46447440,46447511,72,*,26,Intron (XM_021468679.3/afdna, intron 31 of 34),21,46417866,46422812,4947,1,dusp23a,NM_001039620.1,29574,XM_021468679.3;XM_021468681.3;XM_021468682.3;XM_021468683.3;XM_021468684.3;XM_021468685.3;XM_021468686.3;XM_021468687.3;XM_021468688.3;XM_021468689.3;XM_021468690.3;XM_021468691.3;XM_021468693.3;XM_021468694.3;XM_068215695.2;XM_068215696.2;XM_068215697.2;XM_073933609.1;XM_073933610.1;XM_073933611.1;XM_073933612.1;XM_073933613.1;XM_073933614.1;XM_073933615.1;XM_073933616.1;XM_073933617.1;XM_073933621.1;XM_073933622.1;XM_073933623.1;XM_073933624.1;XM_073933625.1;XM_073933630.1;XM_073933631.1;XM_073933632.1;XM_073933633.1;XM_073933634.1;XM_073933635.1;XM_073933636.1;XM_073933637.1;XM_021468678.3;XM_021468680.3;XM_021468695.3;XM_073933626.1;XM_073933627.1;XM_073933628.1;XM_073933629.1;XM_073933618.1;XM_073933619.1;XM_073933620.1,afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna;afdna,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133195.1,46973911,46973986,76,*,17,Intron (XM_073932751.1/parp1, intron 7 of 23),21,46975849,46977812,1964,2,LOC141379441,XR_012396053.1,3826,XR_012396053.1;XM_073932751.1;NM_001044942.1,LOC141379441;parp1;parp1,3826;0;0
NC_133195.1,46982886,46982952,67,*,16,Intron (XM_073932751.1/parp1, intron 12 of 23),21,46975849,46977812,1964,2,LOC141379441,XR_012396053.1,-5074,XM_073932751.1;NM_001044942.1,parp1;parp1,0;0
NC_133195.1,46988416,46988469,54,*,14,Intron (XM_073932751.1/parp1, intron 18 of 23),21,46996551,47020741,24191,1,lin9,NM_001044946.1,-8082,XM_073932751.1;NM_001044942.1,parp1;parp1,0;0
NC_133195.1,46990373,46990473,101,*,24,Intron (XM_073932751.1/parp1, intron 20 of 23),21,46996551,47020741,24191,1,lin9,NM_001044946.1,-6078,XM_073932751.1;NM_001044942.1,parp1;parp1,0;0
NC_133195.1,47078841,47079015,175,*,23,Intron (XR_012396058.1/LOC141379445, intron 1 of 1),21,47066766,47082248,15483,2,matn3a,NM_001004007.2,3233,XR_012396058.1;NM_214685.2;NM_001004007.2;NM_001328273.1;XM_017352468.3;XM_073932376.1,LOC141379445;laptm4a;matn3a;matn3a;matn3a;matn3a,0;14224;0;0;0;0
NC_133195.1,48097827,48097877,51,*,19,3' UTR,21,47894442,47976468,82027,1,atad2b,XM_073932111.1,203385,NM_001365966.1;NM_001365967.1;XM_003200753.7;XM_073933675.1,atad2b;atad2b;klhl29;klhl29,0;0;0;0
NC_133195.1,48567431,48567524,94,*,28,Intron (XM_003200753.7/klhl29, intron 2 of 13),21,48464085,48469950,5866,1,LOC141379450,XR_012396068.1,103346,XM_003200753.7;XM_073933675.1,klhl29;klhl29,0;0
NC_133195.1,49240906,49240993,88,*,21,Promoter (2-3kb),21,49238332,49244387,6056,1,bmp2b,NM_131360.2,2574,NM_131360.2;XM_073933686.1;XM_073933687.1;XM_073933688.1;XM_073933689.1;XM_073933690.1,bmp2b;fermt1;fermt1;fermt1;fermt1;fermt1,0;0;0;0;0;0
NC_133195.1,49879843,49879986,144,*,22,Intron (NM_212903.1/eif2b2, intron 6 of 7),21,49877387,49888436,11050,2,eif2b2,NM_212903.1,8450,NM_212903.1;XM_073932860.1;XM_073932861.1;XM_073932862.1;XM_073932863.1;XM_073932864.1;NM_001025524.2;XM_073932859.1,eif2b2;zc3h14;zc3h14;zc3h14;zc3h14;zc3h14;zc3h14;zc3h14,0;83059;83059;83059;83059;83059;33360;33356
NC_133195.1,49883664,49883827,164,*,25,Intron (NM_212903.1/eif2b2, intron 3 of 7),21,49877387,49888436,11050,2,eif2b2,NM_212903.1,4609,NM_212903.1,eif2b2,0
NC_133195.1,49888176,49888250,75,*,15,Promoter (<=1kb),21,49877387,49888436,11050,2,eif2b2,NM_212903.1,186,NM_212903.1;NM_001310040.1;NM_214698.2,eif2b2;tmed10;tmed10,0;7902;7902
NC_133195.1,49902275,49902366,92,*,18,Intron (XM_073933713.1/si:ch211-153j24.3, intron 1 of 4),21,49896201,49920619,24419,1,si:ch211-153j24.3,XM_073933713.1,6074,NM_205569.1;XM_073933713.1,fosab;si:ch211-153j24.3,0;0
NC_133195.1,49908169,49908290,122,*,17,Promoter (<=1kb),21,49906616,49908729,2114,2,fosab,NM_205569.1,439,NM_205569.1;XM_073933713.1;XM_073933712.1,fosab;si:ch211-153j24.3;si:ch211-153j24.3,0;0;-534
NC_133195.1,50237979,50238092,114,*,17,5' UTR,21,50232533,50292565,60033,1,lpin1b,XR_012396092.1,5446,XM_021468702.3;XM_068215703.2;XR_012396086.1;XR_012396087.1;XR_012396093.1;XM_005160871.6;XR_012396088.1;XR_012396089.1;XR_012396090.1;XR_012396091.1;XR_012396092.1,lpin1b;lpin1b;lpin1b;lpin1b;lpin1b;lpin1b;lpin1b;lpin1b;lpin1b;lpin1b;lpin1b,0;0;0;0;0;0;0;0;0;0;0
NC_133195.1,51220305,51220346,42,*,14,Intron (XR_012396119.1/LOC141379463, intron 3 of 3),21,51183112,51216494,33383,2,gareml,XM_002665782.7,-3811,XR_012396119.1;XR_012396120.1;XR_012396121.1;XM_002665782.7;XM_073932519.1,LOC141379463;LOC141379463;LOC141379463;gareml;prep,0;0;44959;-3811;0
NC_133195.1,51494677,51494754,78,*,26,Intron (XM_002665780.8/ipo13b, intron 17 of 20),21,51353362,51473349,119988,2,eva1aa,XR_012396101.1,-21328,XM_002665780.8;XR_012396123.1,ipo13b;ipo13b,0;0
NC_133195.1,51498967,51499074,108,*,21,Intron (XM_002665780.8/ipo13b, intron 15 of 20),21,51353362,51473349,119988,2,eva1aa,XR_012396101.1,-25618,XM_002665780.8;XR_012396123.1,ipo13b;ipo13b,0;0
NC_133195.1,51505539,51505648,110,*,16,Intron (XM_002665780.8/ipo13b, intron 15 of 20),21,51353362,51473349,119988,2,eva1aa,XR_012396101.1,-32190,XM_002665780.8;XR_012396123.1,ipo13b;ipo13b,0;0
NC_133195.1,51919393,51919481,89,*,26,Intron (NM_001001944.2/xrn2, intron 29 of 30),21,51907897,51911377,3481,1,nkx2.4b,NM_131589.1,11496,NM_001001944.2;XM_005160875.6;XM_073932159.1,xrn2;xrn2;xrn2,0;0;0
NC_133195.1,52300220,52300310,91,*,16,3' UTR,21,52300045,52312017,11973,2,naa20,NM_001014329.2,11707,NM_200946.1;NM_001014329.2;XR_012395483.1,crnkl1;naa20;naa20,23845;0;0
NC_133195.1,52308747,52308853,107,*,19,Intron (NM_001014329.2/naa20, intron 4 of 5),21,52300045,52312017,11973,2,naa20,NM_001014329.2,3164,NM_001014329.2;XR_012395483.1,naa20;naa20,0;0
NC_133195.1,52789684,52789792,109,*,16,Intron (XM_073933765.1/LOC141379466, intron 1 of 1),21,52640805,52871212,230408,2,col12a1b,XM_017352644.4,81420,XM_073933765.1;XM_017352644.4;XM_017352645.4;XM_017352646.4;XM_017352647.4;XM_021468712.3;XM_073933729.1;XM_073933730.1;XM_073933731.1;XM_073933732.1;XM_073933733.1;XM_073933734.1;XM_073933735.1;XM_073933736.1;XM_073933737.1,LOC141379466;col12a1b;col12a1b;col12a1b;col12a1b;col12a1b;col12a1b;col12a1b;col12a1b;col12a1b;col12a1b;col12a1b;col12a1b;col12a1b;col12a1b,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133195.1,53068368,53068410,43,*,15,Intron (XM_002667519.8/kif13bb, intron 17 of 41),21,53028426,53100253,71828,2,kif13bb,XM_002667519.8,31843,XM_002667519.8;XM_009301472.5,kif13bb;kif13bb,0;0
NC_133195.1,53408366,53408449,84,*,18,Intron (XR_012396160.1/slc24a4b, intron 14 of 17),21,53456885,53457838,954,2,tmem121ab,NM_001144797.1,49389,XR_012396160.1;XM_002665799.7,slc24a4b;slc24a4b,0;0
NC_133195.1,54258024,54258072,49,*,14,Intron (XM_021468335.3/gphnb, intron 17 of 24),21,54277448,54346108,68661,1,pals1b,XR_011007665.1,-19376,XM_021468335.3;XM_021468336.3;XM_021468338.3;XM_021468340.3;XM_021468341.3;XM_073932008.1;XM_073932009.1;XM_073932010.1;XM_073932011.1;XM_073932012.1;XM_073932013.1;XM_073932014.1;XM_073932015.1;XM_073932016.1;XM_073932017.1;XM_073932018.1;XM_073932019.1;XM_073932020.1;NM_001172400.1;XM_073932021.1;XM_073932022.1;XM_073932023.1;XM_073932024.1;XM_073932025.1;XM_073932026.1;XM_073932027.1;XM_073932028.1;XM_073932029.1,gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb;gphnb,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133195.1,54394929,54395057,129,*,16,Intron (NM_131800.2/eif2s1b, intron 7 of 7),21,54376234,54395304,19071,1,eif2s1b,XR_012395379.1,18695,NM_131800.2;XR_012395379.1,eif2s1b;eif2s1b,0;0
NC_133195.1,54406404,54406465,62,*,17,Intron (XM_009295006.4/rbm25b, intron 17 of 17),21,54376234,54395304,19071,1,eif2s1b,XR_012395379.1,30170,XM_009295006.4;NM_199790.1,rbm25b;rbm25b,0;0
NC_133195.1,54471927,54472014,88,*,18,Promoter (1-2kb),21,54470484,54483879,13396,1,hsp90ab1,NM_131310.3,1443,NM_131310.3,hsp90ab1,0
NC_133195.1,54995347,54995441,95,*,16,Intron (XR_012396145.1/mia3, intron 28 of 28),21,54976961,54981355,4395,2,LOC110438205,XM_068215735.2,-13992,XM_073932391.1;XR_012395474.1;NM_001007427.2;XR_012396145.1,brox;brox;brox;mia3,0;0;0;0
NC_133195.1,54996962,54997057,96,*,18,Intron (XR_012396145.1/mia3, intron 28 of 28),21,54984552,55010421,25870,2,brox,XM_073932391.1,13364,XM_073932391.1;XR_012395474.1;NM_001007427.2;XR_012396145.1,brox;brox;brox;mia3,0;0;0;0
NC_133195.1,55710213,55710371,159,*,28,Intron (XR_012396149.1/arhgap39, intron 4 of 4),21,55667705,55677688,9984,2,LOC141379476,XR_012396233.1,-32525,XM_009295018.5;XR_012396147.1;XR_012396148.1;XR_012396149.1;XR_012396150.1,arhgap39;arhgap39;arhgap39;arhgap39;arhgap39,0;0;0;0;0
NC_133195.1,56410506,56410577,72,*,16,Intron (XM_073933778.1/ncoa7b, intron 7 of 15),21,56379370,56432530,53161,2,ncoa7b,XM_073933778.1,21953,XM_073933778.1;XM_073933779.1;XM_073933780.1;XM_073933781.1;XR_012396154.1;XR_012396155.1;XR_012396156.1;XR_012396157.1;XR_012396158.1;XR_012396159.1,ncoa7b;ncoa7b;ncoa7b;ncoa7b;ncoa7b;ncoa7b;ncoa7b;ncoa7b;ncoa7b;ncoa7b,0;0;0;0;0;0;0;0;0;0
NC_133195.1,56777586,56777621,36,*,15,3' UTR,21,56754556,56758863,4308,1,gpr6,XM_003200781.7,23030,XM_073933798.1;XM_073933797.1,wasf1;wasf1,0;0
NC_133195.1,57300616,57300687,72,*,18,Distal Intergenic,21,57309084,57316190,7107,1,dio3b,NM_001177935.3,-8397,NA,NA,NA
NC_133195.1,57481854,57481993,140,*,25,Intron (NM_001045073.1/hsp90aa1.2, intron 4 of 10),21,57473578,57487599,14022,2,hsp90aa1.2,NM_001045073.1,5606,NM_001045073.1,hsp90aa1.2,0
NC_133195.1,57550667,57550852,186,*,20,Intron (XM_003200785.7/wdr20b, intron 1 of 3),21,57543259,57558299,15041,1,wdr20b,XM_003200785.7,7408,XM_003200785.7,wdr20b,0
NC_133195.1,57862029,57862213,185,*,28,5' UTR,21,57832726,57837885,5160,2,LOC141379483,XR_012396247.1,-24144,XM_073933868.1;XM_073933869.1;XM_073933870.1;XM_073933864.1;XM_073933865.1;XM_073933866.1;XM_073933867.1,LOC101884676;LOC101884676;LOC101884676;LOC101884676;LOC101884676;LOC101884676;LOC101884676,0;0;0;0;0;0;0
NC_133195.1,58148616,58148665,50,*,16,Intron (NM_200170.1/actr10, intron 8 of 12),21,58156026,58157809,1784,1,zp2.2,NM_131827.1,-7361,NM_200170.1,actr10,0
NC_133195.1,58371903,58372007,105,*,19,Promoter (2-3kb),21,58365927,58374483,8557,2,LOC103909376,XM_073933881.1,2476,XM_073933871.1;XM_073933881.1;XM_073933882.1;XM_073933883.1;XM_073933884.1,LOC100331694;LOC103909376;LOC103909376;LOC103909376;LOC103909376,39479;0;0;0;0
NC_133190.1,1445560,1445686,127,*,28,Intron (NM_001017906.1/schip1, intron 1 of 6),16,1435708,1472870,37163,1,schip1,NM_001017906.1,9852,XM_068213472.2;NM_001017906.1,kpna4;schip1,0;0
NC_133190.1,1555835,1555914,80,*,15,Intron (XM_068213472.2/kpna4, intron 16 of 16),16,1533439,1562766,29328,2,ift80,XM_073923021.1,6852,NM_001008625.1;XM_073923021.1;XM_073923020.1;XR_012390501.1;XR_012390502.1;XM_068213472.2,ift80;ift80;ift80;ift80;ift80;kpna4,0;0;0;0;0;0
NC_133190.1,1646104,1646199,96,*,20,Intron (XM_068213472.2/kpna4, intron 12 of 16),16,1634192,1634264,73,1,trnak-uuu-290,NA,11912,XM_068213472.2;NM_201305.1;XM_073922760.1;XR_012390380.1,kpna4;kpna4;kpna4;kpna4,0;0;0;0
NC_133190.1,1701056,1701142,87,*,16,Intron (NM_001013569.2/nmd3, intron 7 of 15),16,1693189,1712240,19052,1,nmd3,XR_012390506.1,7867,NM_001013569.2;XR_012390505.1;XR_012390506.1,nmd3;nmd3;nmd3,0;0;0
NC_133190.1,1707154,1707474,321,*,29,Intron (NM_001013569.2/nmd3, intron 10 of 15),16,1693189,1712240,19052,1,nmd3,XR_012390506.1,13965,NM_001013569.2;XR_012390505.1;XR_012390506.1,nmd3;nmd3;nmd3,0;0;0
NC_133190.1,1707607,1707672,66,*,19,Intron (NM_001013569.2/nmd3, intron 13 of 15),16,1693189,1712240,19052,1,nmd3,XR_012390506.1,14418,NM_001013569.2;XR_012390505.1;XR_012390506.1,nmd3;nmd3;nmd3,0;0;0
NC_133190.1,1829386,1829544,159,*,30,Intron (NM_001190485.1/cul3b, intron 13 of 15),16,1837642,1845879,8238,1,fam124b,XM_068213665.1,-8098,NM_001190485.1,cul3b,0
NC_133190.1,1889749,1889806,58,*,20,3' UTR,16,1866358,1885087,18730,2,taf15,XM_073923082.1,-4662,XM_073922775.1;XM_073922772.1;XM_005173347.6;XM_073922769.1;XM_073922773.1;NM_001320439.1;XM_073922768.1;XM_073922771.1;XM_073922774.1;NM_001079973.1;XM_005173352.5;XM_021481420.2;XM_021481421.2;XM_073923080.1;XM_073923081.1;XM_073923082.1,porb;porb;porb;porb;porb;porb;porb;porb;porb;taf15;taf15;taf15;taf15;taf15;taf15;taf15,0;0;0;0;0;0;0;0;0;-4692;-4662;-4662;-4662;-4662;-4662;-4662
NC_133190.1,1894152,1894405,254,*,27,Intron (XM_073922775.1/porb, intron 10 of 10),16,1866358,1885087,18730,2,taf15,XM_073923082.1,-9065,XM_073922775.1;XM_073922772.1;XM_005173347.6;XM_073922769.1;XM_073922773.1;NM_001320439.1;XM_073922768.1;XM_073922771.1;XM_073922774.1,porb;porb;porb;porb;porb;porb;porb;porb;porb,0;0;0;0;0;0;0;0;0
NC_133190.1,1943434,1943499,66,*,17,Intron (XM_068213668.2/dock10, intron 54 of 55),16,1888381,1932969,44589,2,porb,XM_073922774.1,-10465,XM_068213668.2;XM_073924221.1;XM_001341012.10;XM_068213666.2;XM_068213667.2;XM_073924216.1;XM_073924217.1;XM_073924218.1;XM_073924219.1;XM_073924220.1;XM_073924222.1;NM_201121.2,dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10;sbds,0;0;0;0;0;0;0;0;0;0;0;10478
NC_133190.1,1954126,1954264,139,*,17,Intron (XM_068213668.2/dock10, intron 50 of 55),16,1888381,1932969,44589,2,porb,XM_073922774.1,-21157,XM_068213668.2;XM_073924221.1;XM_001341012.10;XM_068213666.2;XM_068213667.2;XM_073924216.1;XM_073924217.1;XM_073924218.1;XM_073924219.1;XM_073924220.1;XM_073924222.1,dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10,0;0;0;0;0;0;0;0;0;0;0
NC_133190.1,2028825,2028873,49,*,14,Intron (XM_068213668.2/dock10, intron 3 of 55),16,1940784,2042706,101923,2,dock10,XM_068213668.2,13833,XM_068213668.2;XM_073924221.1;XM_001341012.10;XM_068213666.2;XM_068213667.2;XM_073924216.1;XM_073924217.1;XM_073924218.1;XM_073924219.1;XM_073924220.1;XM_073924222.1,dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10,0;0;0;0;0;0;0;0;0;0;0
NC_133190.1,2046203,2046256,54,*,14,Intron (XM_001341012.10/dock10, intron 2 of 56),16,1940784,2042706,101923,2,dock10,XM_073924221.1,-3497,XR_012391176.1;XM_068213668.2;XM_073924221.1;XM_001341012.10;XM_068213666.2;XM_068213667.2;XM_073924216.1;XM_073924217.1;XM_073924218.1;XM_073924219.1;XM_073924220.1;XM_073924222.1,LOC141377961;dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10;dock10,3984;0;0;0;0;0;0;0;0;0;0;0
NC_133190.1,2093382,2093469,88,*,20,Distal Intergenic,16,2094832,2096929,2098,2,taar12m,XM_001920809.6,3460,XM_001920809.6,taar12m,3460
NC_133190.1,2094194,2094498,305,*,19,Promoter (2-3kb),16,2094832,2096929,2098,2,taar12m,XM_001920809.6,2431,XM_001920809.6,taar12m,2431
NC_133190.1,2168814,2168996,183,*,25,Distal Intergenic,16,2189813,2199459,9647,1,LOC141377986,XR_012391223.1,-20817,NA,NA,NA
NC_133190.1,2327283,2327384,102,*,24,Intron (NM_212947.2/rsrc1, intron 5 of 10),16,2307536,2314468,6933,1,LOC141377996,XR_012391234.1,19747,NM_212947.2,rsrc1,0
